Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Exit Signal Date/Price[$],"Current Trading Date/Price[$], Current Price vs Signal]","Win Rate [%], History Tested, Number of Trades",Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Current Mark to Market and Holding Period,"Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"JD, Long, 2024-10-31 (Price: 40.62)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 31.61) (Today),"2025-11-11 (Price: 31.61), 22.18% below","100.0%, Past 20 years, 7",46.47%/69.64%,"-22.18%, 268 days",81.07%/32.01%/48.55%,62.0795 (Historic Rise or Fall to Pivot)/60.341 (Avg % Gain of Historic Winning trades)/46.3 (Exit Rule)/92.73 (Horizontal)/97.2627 (F-Stack 1)/102.2552 (F-Stack 2)/73.55063399999999 (Backtested Best)/53.622462 (Backtested Worst)/60.34101 (Backtested Avg),No Next Date Target,"-22.18%, 268 days","Monthly, is CONFIRMED on 2024-10-31",Already confirmed,"2025-11-11 (Price: 31.61), 22.18% below",268 days,No Information,No Information,No Information,No Information,No Information,20.98% below/24.09% below/22.18% below,"-0.0%, 14.65%",198 days/108 days/153 days,2025-08-13/2025-04-05/2025-06-09,73.85%,2.42%,71.43%,1.2,0.17,62.0795/60.341/46.3/92.73/97.2627/102.2552,22.55/24.07/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,34.81/28.93,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-10-31 (Price: 12.39)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 11.94) (Today),"2025-11-11 (Price: 11.94), 3.63% below","93.75%, Past 20 years, 16",9.65%/13.59%,"-3.63%, 268 days",39.09%/9.46%/23.38%,13.0925 (Historic Rise or Fall to Pivot)/15.2868 (Avg % Gain of Historic Winning trades)/15.88 (Exit Rule)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/17.233251000000003 (Backtested Best)/13.562094 (Backtested Worst)/15.286782 (Backtested Avg),2026-09-21 (Farthest),"-3.63%, 268 days","Monthly, is CONFIRMED on 2024-10-31",Already confirmed,"2025-11-11 (Price: 11.94), 3.63% below",268 days,No Information,No Information,No Information,No Information,No Information,0.08% below/3.63% below/3.63% below,"38.71%, 46.41%",477 days/109 days/222 days,2026-09-21/2025-04-06/2025-09-17,14.87%,16.24%,-1.37%,0.81,0.61,13.0925/15.2868/15.88/12.63/19.8479/26.5969,8.14/9.246/11.0645/56.4607/No F-Track Level/No F-Track Level,11.87/10.96,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2024-10-13 (Price: 51.71)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 45.38) (Today),"2025-11-11 (Price: 45.38), 12.24% below","70.0%, Past 10 years, 30",14.01%/15.38%,"-12.24%, 281 days",19.11%/1.41%/7.62%,52.3615 (Historic Rise or Fall to Pivot)/55.6503 (Avg % Gain of Historic Winning trades)/51.74 (Exit Rule)/65.8353 (F-Stack 1)/68.6522 (F-Stack 2)/61.591781000000005 (Backtested Best)/52.439111000000004 (Backtested Worst)/55.650302 (Backtested Avg),No Next Date Target,"-12.24%, 281 days","Weekly, is CONFIRMED on 2024-10-11",Already confirmed,"2025-11-11 (Price: 45.38), 12.24% below",281 days,No Information,No Information,No Information,No Information,No Information,5.89% below/12.24% below/12.24% below,"22.31%, 71.02%",129 days/19 days/45 days,2025-04-17/2024-11-09/2024-12-17,1.12%,5.6%,-4.49%,0.03,0.24,52.3615/55.6503/51.74/No Horizontal Resistance/65.8353/68.6522,43.4/13.9251/48.4386/46.0303/No F-Track Level/No F-Track Level,47.32/48.05,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"MTY.TO, Long, 2024-10-06 (Price: 47.11)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 33.85) (Today),"2025-11-11 (Price: 33.85), 28.15% below","75.0%, Past 10 years, 32",57.22%/57.22%,"-28.15%, 286 days",33.31%/2.07%/12.97%,53.2202 (Avg % Gain of Historic Winning trades)/57.51 (Exit Rule)/72.5033 (Horizontal)/62.802341 (Backtested Best)/53.220167 (Backtested Avg),No Next Date Target,"-28.15%, 286 days","Weekly, is CONFIRMED on 2024-10-04",Already confirmed,"2025-11-11 (Price: 33.85), 28.15% below",286 days,No Information,No Information,No Information,No Information,No Information,25.77% below/28.15% below/28.15% below,"37.54%, 76.03%",269 days/19 days/77 days,2025-10-30/2024-11-02/2025-01-25,5.85%,6.38%,-0.53%,0.22,0.26,47.6471/53.2202/57.51/72.5033/No Next Fib Ext/No Next Fib Ext,41.57/44.84/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,44.09/48.45,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"ASHR, Long, 2024-10-06 (Price: 32.82)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 33.14) (Today),"2025-11-11 (Price: 33.14), 0.98% above","75.76%, Past 10 years, 33",2.74%/7.12%,"0.98%, 286 days",24.71%/0.16%/10.96%,34.0475 (Historic Rise or Fall to Pivot)/36.4171 (Avg % Gain of Historic Winning trades)/35.5 (Exit Rule)/39.9467 (Horizontal)/60.2967 (F-Stack 1)/80.3432 (F-Stack 2)/40.929822 (Backtested Best)/36.417072 (Backtested Avg),No Next Date Target,"0.98%, 286 days","Weekly, is CONFIRMED on 2024-10-04",Already confirmed,"2025-11-11 (Price: 33.14), 0.98% above",286 days,No Information,No Information,No Information,No Information,No Information,21.26% above/12.8% above/0.98% above,"38.84%, 52.68%",219 days/19 days/95 days,2025-08-19/2024-11-02/2025-02-20,2.29%,2.49%,-0.19%,0.16,0.06,34.0475/36.4171/35.5/39.9467/60.2967/80.3432,22.46/23.852/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,24.18/23.97,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"PG, Long, 2024-09-30 (Price: 173.2)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 148.54) (Today),"2025-11-11 (Price: 148.54), 14.24% below","78.95%, Past 20 years, 19",21.09%/21.35%,"-14.24%, 291 days",16.93%/4.07%/9.42%,179.8682 (Historic Rise or Fall to Pivot)/189.5154 (Avg % Gain of Historic Winning trades)/193.77 (Exit Rule)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/202.52275999999998 (Backtested Best)/180.24924 (Backtested Worst)/189.51544 (Backtested Avg),2027-08-03 (Farthest),"-14.24%, 291 days","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-11-11 (Price: 148.54), 14.24% below",291 days,No Information,No Information,No Information,No Information,No Information,13.41% below/14.24% below/14.24% below,"3.8%, 22.42%",716 days/109 days/258 days,2027-08-03/2025-03-06/2025-10-08,5.06%,5.61%,-0.54%,0.78,0.16,179.8682/189.5154/193.77/No Horizontal Resistance/186.6499/209.3631,126.25/122.9033/161.0808/140.2317/No F-Track Level/No F-Track Level,170.81/162.39,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"ORCL, Long, 2024-09-30 (Price: 170.4)",Monthly,No Price Target,No Date Target,2025-10-31 (Price: 262.61),"2025-11-11 (Price: 236.15), 38.59% above","81.25%, Past 20 years, 16",No Next Target,"38.59%, 291 days",54.11%/7.78%/20.09%,No Next Target,2026-08-23 (Farthest),"54.11%, 284 days","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-11-11 (Price: 236.15), 38.59% above",291 days,No Information,No Information,No Information,No Information,No Information,38.59% above/38.59% above/38.59% above,"6.17%, 28.67%",478 days/87 days/210 days,2026-08-23/2025-02-03/2025-07-31,9.74%,9.41%,0.32%,1.04,0.34,185.4293/204.6334/239.62/No Horizontal Resistance/145.7273/152.3597,61.07/54.8525/117.4897/106.3198/No F-Track Level/No F-Track Level,145.55/126.67,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"SUM.NZ, Long, 2024-09-30 (Price: 11.95)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 11.94) (Today),"2025-11-11 (Price: 11.94), 0.08% below","93.75%, Past 20 years, 16",9.55%/23.48%,"-0.08%, 291 days",39.09%/9.46%/23.38%,14.7439 (Avg % Gain of Historic Winning trades)/15.15 (Exit Rule)/19.8479 (F-Stack 1)/26.5969 (F-Stack 2)/16.621254999999998 (Backtested Best)/13.08047 (Backtested Worst)/14.74391 (Backtested Avg),2026-08-21 (Farthest),"-0.08%, 291 days","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-11-11 (Price: 11.94), 0.08% below",291 days,No Information,No Information,No Information,No Information,No Information,0.08% below/0.08% below/0.08% below,"38.71%, 46.41%",477 days/109 days/222 days,2026-08-21/2025-03-06/2025-08-17,14.87%,16.24%,-1.37%,0.81,0.61,12.6276/14.7439/15.15/12.63/19.8479/26.5969,8.14/9.246/11.0645/56.4607/No F-Track Level/No F-Track Level,11.46/10.75,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"CNU.NZ, Long, 2024-09-30 (Price: 8.72)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 9.48) (Today),"2025-11-11 (Price: 9.48), 8.72% above","100.0%, Past 20 years, 8",10.42%/10.42%,"8.72%, 291 days",26.44%/7.23%/20.04%,10.4675 (Avg % Gain of Historic Winning trades)/11.025568 (Backtested Best)/10.467488 (Backtested Avg),2026-02-17 (Farthest),"8.72%, 291 days","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-11-11 (Price: 9.48), 8.72% above",291 days,No Information,No Information,No Information,No Information,No Information,11.01% above/8.72% above/8.72% above,"-0.0%, 15.86%",349 days/109 days/211 days,2026-02-17/2025-03-06/2025-08-01,20.51%,7.62%,12.9%,1.86,0.27,9.217/10.4675/8.91/8.822/No Next Fib Ext/No Next Fib Ext,7.18/6.0983/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,8.38/7.84,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"JD, Long, 2024-09-29 (Price: 39.9)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 31.61) (Today),"2025-11-11 (Price: 31.61), 20.78% below","80.0%, Past 10 years, 10",53.23%/62.54%,"-20.78%, 291 days",21.39%/10.27%/15.47%,51.38 (Exit Rule)/92.73 (Horizontal)/103.1027 (F-Stack 1)/108.0778 (F-Stack 2)/48.43461 (Backtested Best),No Next Date Target,"-20.78%, 291 days","Weekly, is CONFIRMED on 2024-09-27",Already confirmed,"2025-11-11 (Price: 31.61), 20.78% below",291 days,No Information,No Information,No Information,No Information,No Information,10.72% above/20.78% below/20.78% below,"63.97%, 76.21%",124 days/39 days/71 days,2025-03-27/2024-11-24/2025-01-09,-8.46%,4.34%,-12.8%,-0.14,0.25,41.7553/46.0725/51.38/92.73/103.1027/108.0778,25.16/24.07/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,27.38/27.07,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
FRACTAL TRACK,"FPH.NZ, Long, 2024-06-30 (Price: 30.08)",Quarterly,38.8108 (F-Stack 1),No Date Target,2025-11-11 (Price: 38.1) (Today),"2025-11-11 (Price: 38.1), 26.66% above","100.0%, Past 24 years, 6",7.43%/35.7%,"26.66%, 356 days",589.02%/487.3%/538.16%,191.9585 (Avg % Gain of Historic Winning trades)/51.7 (Exit Rule)/40.9296 (F-Stack 2)/207.257216 (Backtested Best)/176.65984 (Backtested Worst)/191.95852799999997 (Backtested Avg),2038-09-20 (Farthest)/2037-09-08 (Earliest)/2038-03-16 (Avg),"26.66%, 356 days","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-11 (Price: 38.1), 26.66% above",356 days,No Information,No Information,No Information,"50% (Price: 19.875), 91.7% above, Upmove Bounce Back","2012-09-30 (Price: 1.86), 2020-09-30 (Price: 37.89)",No Information,"-0.0%, 48.03%",3587 days/3327 days/3457 days,2038-09-20/2037-09-08/2038-03-16,9.52%,13.97%,-4.45%,0.67,0.5,36.7818/191.9585/51.7/37.034/38.8108/40.9296,18.5/22.675/28.7839/26.1935/No F-Track Level/No F-Track Level,37.1/36.0,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
FRACTAL TRACK,"NA.TO, Long, 2024-06-30 (Price: 108.51)",Quarterly,No Price Target,No Date Target,2025-09-30 (Price: 147.83),"2025-11-11 (Price: 160.93), 48.31% above","100.0%, Past 42 years, 12",39.47%/39.47%,"48.31%, 356 days",232.63%/33.73%/106.85%,224.4529 (Avg % Gain of Historic Winning trades)/360.936813 (Backtested Best)/224.45293500000002 (Backtested Avg),2038-09-21 (Farthest)/2027-05-01 (Earliest)/2031-05-31 (Avg),"36.24%, 326 days","Quarterly, was CONFIRMED on 2024-06-30",Already confirmed,"2025-11-11 (Price: 160.93), 48.31% above",356 days,No Information,No Information,No Information,"88.6% (Price: 84.7444), 89.9% above, Upmove Bounce Back","2022-12-31 (Price: 82.16), 2023-03-31 (Price: 104.83)",No Information,"-0.0%, 35.66%",3588 days/715 days/1744 days,2038-09-21/2027-05-01/2031-05-31,6.26%,11.68%,-5.41%,0.52,0.48,113.1868/224.4529/122.11/No Horizontal Resistance/119.9028/134.0186,54.39/74.2475/88.8057/77.408/No F-Track Level/No F-Track Level,151.72/135.67,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets)
TRENDPULSE,"JPM, Long, 2024-06-30 (Price: 202.26)",Quarterly,301.65 (Exit Rule)/311.70288600000003 (Backtested Best),2026-01-15 (Earliest),2025-11-11 (Price: 315.62) (Today),"2025-11-11 (Price: 315.62), 56.05% above","87.5%, Past 44 years, 8",No Next Target,"56.05%, 356 days",54.11%/10.04%/23.18%,No Next Target,2028-02-13 (Farthest)/2026-01-15 (Earliest)/2026-07-24 (Avg),"56.05%, 356 days","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-11 (Price: 315.62), 56.05% above",356 days,No Information,No Information,No Information,No Information,No Information,56.05% above/56.05% above/56.05% above,"3.39%, 36.16%",914 days/390 days/521 days,2028-02-13/2026-01-15/2026-07-24,7.18%,9.18%,-2.01%,0.62,0.33,229.4235/249.1439/301.65/203.41/208.1524/275.691,104.5/91.08/186.1217/130.0388/No F-Track Level/No F-Track Level,196.29/173.92,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
TRENDPULSE,"IFT.NZ, Long, 2024-06-30 (Price: 11.2)",Quarterly,No Price Target,2025-10-13 (Earliest),2025-11-11 (Price: 12.6) (Today),"2025-11-11 (Price: 12.6), 12.5% above","100.0%, Past 31 years, 10",5.5%/19.96%,"12.5%, 356 days",86.89%/4.05%/34.96%,13.2933 (Historic Rise or Fall to Pivot)/15.1155 (Avg % Gain of Historic Winning trades)/16.05 (Exit Rule)/18.927 (F-Stack 2)/20.93168 (Backtested Best)/15.11552 (Backtested Avg),2027-05-04 (Farthest)/2026-08-15 (Avg),"12.5%, 356 days","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-11 (Price: 12.6), 12.5% above",356 days,No Information,No Information,No Information,No Information,No Information,12.5% above/14.55% above/12.5% above,"-0.0%, 22.42%",717 days/325 days/536 days,2027-05-04/2025-10-13/2026-08-15,12.28%,12.57%,-0.29%,1.18,0.51,13.2933/15.1155/16.05/No Horizontal Resistance/12.2485/18.927,2.72/7.3167/8.121/5.57/No F-Track Level/No F-Track Level,10.87/10.44,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2024-06-30 (Price: 30.08)",Quarterly,38.8108 (F-Stack 1),2025-10-15 (Earliest),2025-09-30 (Price: 37.05),"2025-11-11 (Price: 38.1), 26.66% above","100.0%, Past 24 years, 8",7.43%/25.14%,"26.66%, 356 days",111.71%/21.96%/58.51%,49.2891 (Historic Rise or Fall to Pivot)/47.6798 (Avg % Gain of Historic Winning trades)/40.9296 (F-Stack 2)/63.68236799999999 (Backtested Best)/47.679807999999994 (Backtested Avg),2030-03-09 (Farthest)/2026-08-08 (Avg),"23.17%, 326 days","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-11 (Price: 38.1), 26.66% above",356 days,No Information,No Information,No Information,No Information,No Information,48.54% above/26.03% above/26.66% above,"-0.0%, 48.03%",1435 days/326 days/531 days,2030-03-09/2025-10-15/2026-08-08,13.02%,13.97%,-0.95%,1.3,0.5,49.2891/47.6798/33.39/37.034/38.8108/40.9296,18.5/22.675/28.7839/26.1935/No F-Track Level/No F-Track Level,29.0/24.75,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
TRENDPULSE,"TRI.TO, Long, 2024-06-30 (Price: 230.61)",Quarterly,No Price Target,2026-01-18 (Earliest),2025-11-11 (Price: 192.46) (Today),"2025-11-11 (Price: 192.46), 16.54% below","100.0%, Past 23 years, 5",40.1%/52.36%,"-16.54%, 356 days",46.07%/16.92%/31.5%,303.2522 (Avg % Gain of Historic Winning trades)/327.77 (Exit Rule)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/336.852027 (Backtested Best)/269.629212 (Backtested Worst)/303.25215000000003 (Backtested Avg),2026-10-29 (Farthest)/2026-01-18 (Earliest)/2026-06-09 (Avg),"-16.54%, 356 days","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-11 (Price: 192.46), 16.54% below",356 days,No Information,No Information,No Information,No Information,No Information,16.54% below/14.74% below/16.54% below,"-0.0%, 7.38%",588 days/392 days/490 days,2026-10-29/2026-01-18/2026-06-09,13.56%,10.32%,3.24%,0.57,0.44,256.2077/303.2522/327.77/No Horizontal Resistance/293.2329/455.2123,56.95/100.2873/193.124/131.2534/No F-Track Level/No F-Track Level,227.45/201.86,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
TRENDPULSE,"TWR.NZ, Long, 2024-06-30 (Price: 0.9778)",Quarterly,1.7460574599999998 (Backtested Best),2025-10-15 (Earliest),2025-09-30 (Price: 1.75),"2025-11-11 (Price: 1.875), 91.76% above","75.0%, Past 26 years, 4",No Next Target,"91.76%, 356 days",78.57%/0.82%/26.74%,No Next Target,2026-10-26 (Farthest)/2026-06-22 (Avg),"78.97%, 326 days","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-11-11 (Price: 1.875), 91.76% above",356 days,No Information,No Information,No Information,No Information,No Information,142.81% above/102.09% above/91.76% above,"18.28%, 37.42%",586 days/326 days/499 days,2026-10-26/2025-10-15/2026-06-22,6.49%,-3.96%,10.45%,0.34,-0.11,1.2784/1.2393/1.14/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,0.68/0.6259/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,0.91/0.76,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2024-05-31 (Price: 6.76)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 5.91) (Today),"2025-11-11 (Price: 5.91), 12.57% below","90.0%, Past 20 years, 10",25.6%/26.17%,"-12.57%, 377 days",33.97%/9.81%/18.64%,7.8342 (Historic Rise or Fall to Pivot)/8.0201 (Avg % Gain of Historic Winning trades)/7.83 (Exit Rule)/7.4565 (F-Stack 1)/8.4564 (F-Stack 2)/9.056372 (Backtested Best)/7.4231560000000005 (Backtested Worst)/8.020064 (Backtested Avg),No Next Date Target,"-12.57%, 377 days","Monthly, is CONFIRMED on 2024-05-31",Already confirmed,"2025-11-11 (Price: 5.91), 12.57% below",377 days,No Information,No Information,No Information,No Information,No Information,12.57% below/12.57% below/12.57% below,"24.88%, 41.24%",304 days/109 days/216 days,2025-08-14/2024-11-04/2025-04-08,11.53%,11.3%,0.23%,0.81,0.47,7.8342/8.0201/7.83/No Horizontal Resistance/7.4565/8.4564,4.83/4.355/6.1182/4.8318/No F-Track Level/No F-Track Level,6.0/5.53,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"PG, Long, 2024-04-30 (Price: 163.2)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 148.54) (Today),"2025-11-11 (Price: 148.54), 8.98% below","78.95%, Past 20 years, 19",20.22%/20.22%,"-8.98%, 400 days",16.93%/4.07%/9.42%,178.5734 (Avg % Gain of Historic Winning trades)/197.23 (Exit Rule)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/190.82976 (Backtested Best)/178.57344 (Backtested Avg),2027-03-03 (Farthest),"-8.98%, 400 days","Monthly, is CONFIRMED on 2024-04-30",Already confirmed,"2025-11-11 (Price: 148.54), 8.98% below",400 days,No Information,No Information,No Information,No Information,No Information,8.98% below/8.98% below/8.98% below,"3.8%, 22.42%",716 days/109 days/258 days,2027-03-03/2024-10-04/2025-05-08,5.06%,5.61%,-0.54%,0.78,0.16,169.4832/178.5734/197.23/165.125/186.6499/209.3631,126.25/123.62/161.0808/140.2317/No F-Track Level/No F-Track Level,159.74/153.29,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
TRENDPULSE,"CNQ.TO, Long, 2024-04-07 (Price: 55.16)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 45.38) (Today),"2025-11-11 (Price: 45.38), 17.73% below","70.0%, Past 10 years, 30",23.08%/23.27%,"-17.73%, 416 days",19.11%/1.41%/7.62%,55.855 (Historic Rise or Fall to Pivot)/59.3632 (Avg % Gain of Historic Winning trades)/64.58 (Exit Rule)/65.8353 (F-Stack 1)/68.6522 (F-Stack 2)/65.701076 (Backtested Best)/55.93775599999999 (Backtested Worst)/59.363192 (Backtested Avg),No Next Date Target,"-17.73%, 416 days","Weekly, is CONFIRMED on 2024-04-05",Already confirmed,"2025-11-11 (Price: 45.38), 17.73% below",416 days,No Information,No Information,No Information,No Information,No Information,9.95% below/17.73% below/17.73% below,"22.31%, 71.02%",129 days/19 days/45 days,2024-10-10/2024-05-04/2024-06-11,1.12%,5.6%,-4.49%,0.03,0.24,55.855/59.3632/64.58/No Horizontal Resistance/65.8353/68.6522,40.81/13.9251/48.4386/46.0303/No F-Track Level/No F-Track Level,46.55/43.33,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2024-02-18 (Price: 82.0)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 70.4) (Today),"2025-11-11 (Price: 70.4), 14.15% below","92.86%, Past 10 years, 28",26.18%/26.18%,"-14.15%, 451 days",15.58%/3.82%/8.33%,88.8306 (Avg % Gain of Historic Winning trades)/97.83 (Exit Rule)/96.14 (F-Stack 2)/94.7756 (Backtested Best)/88.83059999999999 (Backtested Avg),No Next Date Target,"-14.15%, 451 days","Weekly, is CONFIRMED on 2024-02-16",Already confirmed,"2025-11-11 (Price: 70.4), 14.15% below",451 days,No Information,No Information,No Information,No Information,No Information,14.15% below/16.48% below/14.15% below,"7.58%, 28.5%",184 days/19 days/70 days,2024-11-10/2024-03-16/2024-05-29,16.83%,20.73%,-3.9%,1.24,0.84,85.526/88.8306/97.83/No Horizontal Resistance/85.3936/96.14,68.98/39.8362/59.8475/53.4732/No F-Track Level/No F-Track Level,78.88/72.47,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"CNR.TO, Long, 2024-02-11 (Price: 173.01)",Weekly,No Price Target,No Date Target,2025-11-11 (Price: 134.43) (Today),"2025-11-11 (Price: 134.43), 22.3% below","90.91%, Past 10 years, 33",33.59%/37.63%,"-22.3%, 456 days",10.37%/1.53%/6.94%,179.5844 (Historic Rise or Fall to Pivot)/185.0169 (Avg % Gain of Historic Winning trades)/207.91 (Exit Rule)/218.156 (F-Stack 1)/349.4971 (F-Stack 2)/190.95113699999996 (Backtested Best)/185.01689399999998 (Backtested Avg),No Next Date Target,"-22.3%, 456 days","Weekly, is CONFIRMED on 2024-02-09",Already confirmed,"2025-11-11 (Price: 134.43), 22.3% below",456 days,No Information,No Information,No Information,No Information,No Information,21.18% below/22.3% below/22.3% below,"6.29%, 17.25%",329 days/19 days/105 days,2025-06-01/2024-03-09/2024-07-12,10.4%,9.82%,0.58%,1.31,0.4,179.5844/185.0169/207.91/No Horizontal Resistance/218.156/349.4971,145.05/125.9933/136.9828/86.815/No F-Track Level/No F-Track Level,165.77/157.05,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
TRENDPULSE,"ATD.TO, Long, 2023-12-31 (Price: 78.03)",Monthly,No Price Target,No Date Target,2025-11-11 (Price: 70.4) (Today),"2025-11-11 (Price: 70.4), 9.78% below","100.0%, Past 20 years, 19",20.91%/21.3%,"-9.78%, 486 days",54.68%/9.09%/30.25%,92.1924 (Historic Rise or Fall to Pivot)/101.6341 (Avg % Gain of Historic Winning trades)/94.0 (Exit Rule)/85.3936 (F-Stack 1)/96.14 (F-Stack 2)/120.696804 (Backtested Best)/85.122927 (Backtested Worst)/101.634075 (Backtested Avg),No Next Date Target,"-9.78%, 486 days","Monthly, is CONFIRMED on 2023-12-31",Already confirmed,"2025-11-11 (Price: 70.4), 9.78% below",486 days,No Information,No Information,No Information,No Information,No Information,9.78% below/9.04% below/9.78% below,"-0.0%, 18.24%",369 days/85 days/165 days,2025-06-17/2024-05-02/2024-08-25,22.04%,21.28%,0.76%,1.78,0.74,92.1924/101.6341/94.0/No Horizontal Resistance/85.3936/96.14,38.63/39.8362/59.8475/53.4732/No F-Track Level/No F-Track Level,76.7/70.09,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
