Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Exit Signal Date/Price[$],"Current Trading Date/Price[$], Current Price vs Signal]","Win Rate [%], History Tested, Number of Trades",Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Current Mark to Market and Holding Period,"Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2025-09-21 (Price: 176.67)",Weekly,204.6899 (Avg % Gain of Historic Winning trades)/204.689862 (Backtested Avg),2025-10-25 (Earliest),2025-10-26 (Price: 186.26),"2025-10-31 (Price: 202.49), 14.61% above","81.82%, Past 10 years, 11",18.47%/25.2%,"14.61%, 29 days",43.5%/2.57%/15.86%,272.93 (Exit Rule)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/253.52145 (Backtested Best),2027-05-20 (Farthest)/2026-01-30 (Avg),"5.43%, 24 days","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-31 (Price: 202.49), 14.61% above",29 days,No Information,No Information,No Information,No Information,No Information,14.61% above/14.61% above/14.61% above,"7.69%, 65.96%",419 days/24 days/91 days,2027-05-20/2025-10-25/2026-01-30,10.33%,51.48%,-41.15%,0.86,1.44,191.4926/204.6899/272.93/No Horizontal Resistance/239.8943/283.6698,167.02/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level,175.55/140.9,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
TRENDPULSE,"INDA, Long, 2025-09-16 (Price: 53.87)",Daily,No Price Target,No Date Target,2025-10-21 (Price: 54.48),"2025-10-31 (Price: 53.97), 0.19% above","75.0%, Past 4 years, 4",2.58%/23.85%,"0.19%, 33 days",1.85%/0.87%/1.31%,55.3633 (Horizontal)/66.8401 (F-Stack 1)/79.771 (F-Stack 2),No Next Date Target,"1.13%, 25 days","Daily, is CONFIRMED on 2025-09-16",Already confirmed,"2025-10-31 (Price: 53.97), 0.19% above",33 days,No Information,No Information,No Information,No Information,No Information,1.01% above/0.19% above/0.19% above,"5.0%, 16.49%",13 days/4 days/7 days,2025-10-04/2025-09-21/2025-09-26,2.71%,8.73%,-6.02%,-0.1,0.32,53.7084/54.5757/53.89/55.3633/66.8401/79.771,51.98/39.06/49.0901/45.3705/No F-Track Level/No F-Track Level,53.42/52.68,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-09-14 (Price: 459.32)",Weekly,474.7991 (Avg % Gain of Historic Winning trades)/474.79908400000005 (Backtested Avg),No Date Target,No Exit Yet,"2025-10-31 (Price: 475.67), 3.56% above","100.0%, Past 10 years, 9",1.3%/2.07%,"3.56%, 34 days",6.15%/1.18%/3.37%,481.8726 (Historic Rise or Fall to Pivot)/485.54 (Exit Rule)/538.1343 (F-Stack 1)/826.9871 (F-Stack 2)/487.56818000000004 (Backtested Best),2026-06-21 (Farthest)/2026-01-18 (Avg),"3.56%, 34 days","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-10-31 (Price: 475.67), 3.56% above",34 days,No Information,No Information,No Information,No Information,No Information,4.55% above/3.56% above/3.56% above,"-0.0%, 8.54%",194 days/14 days/87 days,2026-06-21/2025-10-04/2026-01-18,5.84%,9.92%,-4.08%,1.38,0.44,481.8726/474.7991/485.54/No Horizontal Resistance/538.1343/826.9871,383.22/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level,448.29/432.0,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
TRENDPULSE,"JD, Long, 2025-09-14 (Price: 33.67)",Weekly,No Price Target,2025-11-09 (Earliest),No Exit Yet,"2025-10-31 (Price: 33.04), 1.87% below","80.0%, Past 10 years, 5",8.48%/15.33%,"-1.87%, 34 days",16.57%/13.17%/15.22%,35.8417 (Historic Rise or Fall to Pivot)/38.7946 (Avg % Gain of Historic Winning trades)/38.61 (Exit Rule)/92.73 (Horizontal)/97.2627 (F-Stack 1)/102.2552 (F-Stack 2)/39.249119 (Backtested Best)/38.104338999999996 (Backtested Worst)/38.794574000000004 (Backtested Avg),2026-01-06 (Farthest)/2025-11-09 (Earliest)/2025-12-09 (Avg),"-1.87%, 34 days","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-10-31 (Price: 33.04), 1.87% below",34 days,No Information,No Information,No Information,No Information,No Information,6.34% above/1.87% below/1.87% below,"14.29%, 34.19%",79 days/39 days/60 days,2026-01-06/2025-11-09/2025-12-09,7.46%,4.7%,2.76%,0.46,0.26,35.8417/38.7946/38.61/92.73/97.2627/102.2552,30.91/24.07/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,32.05/35.72,96.46%/113/86 days (Across ALL Assets),78.15%/270/77 days (Across ALL Assets)
SIGMASHELL,"TRI.TO, Long, 2025-09-12 (Price: 239.5)",Daily,No Price Target,No Date Target,2025-10-29 (Price: 213.19),"2025-10-31 (Price: 214.84), 10.3% below","70.0%, Past 5 years, 10",12.13%/12.55%,"-10.3%, 35 days",14.34%/0.96%/8.92%,243.0206 (Historic Rise or Fall to Pivot)/260.8634 (Avg % Gain of Historic Winning trades)/293.2329 (Exit Rule)/240.8933 (Horizontal)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/273.8443 (Backtested Best)/241.7992 (Backtested Worst)/260.8634 (Backtested Avg),2025-11-27 (Farthest)/2025-11-11 (Avg),"-10.99%, 33 days","Daily, was CONFIRMED on 2025-09-12",Already confirmed,"2025-10-31 (Price: 214.84), 10.3% below",35 days,"-3.19, 60.18",No Information,No Information,No Information,No Information,No Information,"5.24%, 22.86%",53 days/30 days/42 days,2025-11-27/2025-10-25/2025-11-11,10.02%,17.26%,-7.24%,0.46,0.8,243.0206/260.8634/293.2329/240.8933/293.2329/455.2123,236.3/117.9612/193.124/131.2534/No F-Track Level/No F-Track Level,227.71/249.35,83.21%/137/75 days (Across ALL Assets),76.31%/325/86 days (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2025-09-12 (Price: 395.94)",Daily,No Price Target,No Date Target,2025-09-18 (Price: 416.85),"2025-10-31 (Price: 456.56), 15.31% above","92.86%, Past 4 years, 14",2.73%/8.31%,"15.31%, 35 days",28.08%/0.85%/9.74%,469.0305 (Historic Rise or Fall to Pivot)/494.4819 (F-Stack 1)/541.282 (F-Stack 2)/507.11995199999996 (Backtested Best),2025-11-06 (Farthest),"5.28%, 4 days","Daily, is CONFIRMED on 2025-09-12",Already confirmed,"2025-10-31 (Price: 456.56), 15.31% above",35 days,No Information,No Information,No Information,No Information,No Information,23.79% above/15.31% above/15.31% above,"20.56%, 36.25%",38 days/4 days/15 days,2025-11-06/2025-09-17/2025-10-03,21.57%,66.36%,-44.79%,0.65,1.58,469.0305/434.5046/447.04/408.5817/494.4819/541.282,320.11/181.0784/353.8797/223.4247/No F-Track Level/No F-Track Level,328.52/330.8,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
FRACTAL TRACK,"NVDA, Long, 2025-09-09 (Price: 170.76)",Daily,No Price Target,No Date Target,2025-10-15 (Price: 179.83),"2025-10-31 (Price: 202.49), 18.58% above","92.86%, Past 5 years, 28",13.33%/18.47%,"18.58%, 38 days",579.84%/6.06%/101.37%,343.8594 (Avg % Gain of Historic Winning trades)/229.48 (Exit Rule)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/1160.8947839999998 (Backtested Best)/343.85941199999996 (Backtested Avg),2027-12-02 (Farthest)/2026-03-06 (Avg),"5.31%, 26 days","Daily, was CONFIRMED on 2025-09-09",Already confirmed,"2025-10-31 (Price: 202.49), 18.58% above",38 days,No Information,No Information,No Information,"23.66% (Price: 161.3263), 25.52% above, Upmove Bounce Back","2025-04-07 (Price: 86.62), 2025-08-12 (Price: 184.48)",No Information,"4.7%, 44.79%",562 days/31 days/123 days,2027-12-02/2025-10-23/2026-03-06,103.84%,69.06%,34.78%,0.31,1.75,182.3205/343.8594/229.48/No Horizontal Resistance/239.8943/283.6698,167.02/13.9695/152.8996/143.3288/No F-Track Level/No F-Track Level,181.92/148.21,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
TRENDPULSE,"JD, Long, 2025-09-09 (Price: 33.87)",Daily,No Price Target,No Date Target,2025-09-30 (Price: 34.98),"2025-10-31 (Price: 33.04), 2.45% below","78.57%, Past 4 years, 14",10.85%/12.17%,"-2.45%, 38 days",8.13%/0.59%/4.03%,37.4196 (Historic Rise or Fall to Pivot)/37.06 (Exit Rule)/92.73 (Horizontal)/97.2627 (F-Stack 1)/102.2552 (F-Stack 2)/36.623630999999996 (Backtested Best),2026-03-01 (Farthest),"3.28%, 15 days","Daily, is CONFIRMED on 2025-09-09",Already confirmed,"2025-10-31 (Price: 33.04), 2.45% below",38 days,No Information,No Information,No Information,No Information,No Information,0.58% above/2.45% below/2.45% below,"13.37%, 44.85%",120 days/2 days/21 days,2026-03-01/2025-09-11/2025-10-09,4.1%,1.6%,2.5%,0.09,0.23,37.4196/35.235/37.06/92.73/97.2627/102.2552,30.39/24.07/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,31.98/35.74,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
TRENDPULSE,"JD, Long, 2025-09-08 (Price: 32.85)",Daily,No Price Target,No Date Target,2025-09-15 (Price: 33.62),"2025-10-31 (Price: 33.04), 0.58% above","78.57%, Past 4 years, 14",9.84%/180.66%,"0.58%, 39 days",8.13%/0.59%/4.03%,36.2927 (Historic Rise or Fall to Pivot)/92.73 (Horizontal)/97.2627 (F-Stack 1)/102.2552 (F-Stack 2),2026-02-28 (Farthest),"2.34%, 5 days","Daily, is CONFIRMED on 2025-09-08",Already confirmed,"2025-10-31 (Price: 33.04), 0.58% above",39 days,No Information,No Information,No Information,No Information,No Information,5.06% above/0.58% above/0.58% above,"13.37%, 44.85%",120 days/2 days/21 days,2026-02-28/2025-09-10/2025-10-08,4.1%,1.6%,2.5%,0.09,0.23,36.2927/34.1739/32.95/92.73/97.2627/102.2552,30.39/24.07/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,31.96/35.75,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
DELTADRIFT,"ORCL, Long, 2025-09-04 (Price: 223.0)",Daily,No Price Target,No Date Target,2025-09-05 (Price: 232.8),"2025-10-31 (Price: 262.61), 17.76% above","75.0%, Past 4 years, 8",No Next Target,"17.76%, 41 days",4.88%/1.84%/3.39%,No Next Target,No Next Date Target,"4.39%, 1 days","Daily, was CONFIRMED on 2025-09-04",Already confirmed,"2025-10-31 (Price: 262.61), 17.76% above",41 days,No Information,No Information,No Information,No Information,No Information,No Information,"17.33%, 17.33%",20 days/3 days/9 days,2025-10-02/2025-09-08/2025-09-17,0.46%,36.71%,-36.25%,-0.1,1.11,253.1273/230.5597/241.84/No Horizontal Resistance/265.6307/300.069,155.97/82.7925/208.7793/167.1709/No F-Track Level/No F-Track Level,278.09/206.05,80.36%/112/11 days (Across ALL Assets),78.09%/470/11 days (Across ALL Assets)
DELTADRIFT,"HDB, Long, 2025-09-04 (Price: 35.32)",Daily,No Price Target,No Date Target,2025-09-17 (Price: 35.97),"2025-10-31 (Price: 36.22), 2.55% above","100.0%, Past 4 years, 14",3.42%/4.31%,"2.55%, 41 days",6.97%/1.34%/3.81%,38.2622 (Historic Rise or Fall to Pivot)/37.46 (Exit Rule)/39.042 (Horizontal)/40.717 (F-Stack 1)/47.4928 (F-Stack 2)/37.781804 (Backtested Best),2025-11-19 (Farthest),"1.84%, 9 days","Daily, was CONFIRMED on 2025-09-04",Already confirmed,"2025-10-31 (Price: 36.22), 2.55% above",41 days,No Information,No Information,No Information,No Information,No Information,No Information,"-0.0%, 9.88%",53 days/1 days/17 days,2025-11-19/2025-09-05/2025-09-28,17.18%,-1.15%,18.33%,2.0,-0.07,38.2622/36.6657/37.46/39.042/40.717/47.4928,34.94/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level,35.48/34.93,80.36%/112/11 days (Across ALL Assets),78.09%/470/11 days (Across ALL Assets)
OSCILLATOR DELTA,"BTC-USD, Long, 2025-09-03 (Price: 111723.2109)",Daily,No Price Target,No Date Target,2025-10-01 (Price: 118648.9297),"2025-10-31 (Price: 109583.0781), 1.92% below","74.29%, Past 6 years, 35",12.83%/17.06%,"-1.92%, 42 days",14.82%/5.04%/8.32%,123644.0775 (Historic Rise or Fall to Pivot)/134811.0702 (F-Stack 1)/174387.6923 (F-Stack 2)/128280.59075538002 (Backtested Best),No Next Date Target,"6.2%, 20 days","Daily, is Confirmed on 2025-09-03",No Cancellation Possible,"2025-10-31 (Price: 109583.0781), 1.92% below",42 days,No Information,No Information,No Information,No Information,No Information,No Information,"14.51%, 15.82%",30 days/0 days/7 days,2025-10-16/2025-09-03/2025-09-13,15.21%,48.04%,-32.83%,0.27,0.9,123644.0775/121018.582/117309.37/No Horizontal Resistance/134811.0702/174387.6923,No Recent Minima/18304.4229/107223.5861/87809.6423/No F-Track Level/No F-Track Level,114077.21/109491.16,76.92%/78/41 days (Across ALL Assets),64.14%/304/46 days (Across ALL Assets)
FRACTAL TRACK,"BTC-USD, Long, 2025-09-03 (Price: 111723.2109)",Daily,No Price Target,No Date Target,2025-10-11 (Price: 110807.8828),"2025-10-31 (Price: 109457.3281), 2.03% below","92.59%, Past 5 years, 54",13.64%/23.16%,"-2.03%, 42 days",91.5%/1.75%/34.82%,124392.623 (Historic Rise or Fall to Pivot)/150625.2329 (Avg % Gain of Historic Winning trades)/141735.47 (Exit Rule)/134811.0702 (F-Stack 1)/174387.6923 (F-Stack 2)/213949.94887350002 (Backtested Best)/150625.23293538002 (Backtested Avg),2028-01-20 (Farthest)/2026-03-13 (Avg),"-0.82%, 27 days","Daily, was CONFIRMED on 2025-09-03",Already confirmed,"2025-10-31 (Price: 109457.3281), 2.03% below",42 days,No Information,No Information,No Information,"38.2% (Price: 105349.3101), 3.9% above, Upmove Bounce Back","2025-04-07 (Price: 74436.6797), 2025-08-14 (Price: 124457.1172)",No Information,"10.03%, 72.69%",600 days/5 days/132 days,2028-01-20/2025-09-10/2026-03-13,82.7%,58.57%,24.13%,0.67,1.05,124392.623/150625.2329/141735.47/No Horizontal Resistance/134811.0702/174387.6923,108236.71/18304.4229/107223.5861/87809.6423/No F-Track Level/No F-Track Level,114074.7/109490.53,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
SIGMASHELL,"TRI.TO, Long, 2025-09-02 (Price: 244.88)",Daily,No Price Target,2025-11-01 (Avg),No Exit Yet,"2025-10-31 (Price: 214.84), 12.27% below","70.0%, Past 5 years, 10",15.08%/15.66%,"-12.27%, 43 days",14.34%/0.96%/8.92%,248.4797 (Historic Rise or Fall to Pivot)/266.7233 (Avg % Gain of Historic Winning trades)/293.2329 (Exit Rule)/293.2329 (F-Stack 1)/455.2123 (F-Stack 2)/279.995792 (Backtested Best)/247.230848 (Backtested Worst)/266.723296 (Backtested Avg),2025-11-17 (Farthest)/2025-11-01 (Avg),"-12.27%, 43 days","Daily, was CONFIRMED on 2025-09-02",Already confirmed,"2025-10-31 (Price: 214.84), 12.27% below",43 days,"-8.89, 100.0",No Information,No Information,No Information,No Information,No Information,"5.24%, 22.86%",53 days/30 days/42 days,2025-11-17/2025-10-15/2025-11-01,10.02%,17.26%,-7.24%,0.46,0.8,248.4797/266.7233/293.2329/No Horizontal Resistance/293.2329/455.2123,231.86/117.9612/193.124/131.2534/No F-Track Level/No F-Track Level,227.71/249.35,83.21%/137/75 days (Across ALL Assets),76.31%/325/86 days (Across ALL Assets)
TRENDPULSE,"JD, Long, 2025-09-02 (Price: 31.58)",Daily,No Price Target,No Date Target,2025-09-11 (Price: 34.4),"2025-10-31 (Price: 33.04), 4.62% above","78.57%, Past 4 years, 14",12.98%/180.66%,"4.62%, 43 days",8.13%/0.59%/4.03%,37.33 (Exit Rule)/92.73 (Horizontal)/97.2627 (F-Stack 1)/102.2552 (F-Stack 2),2026-02-22 (Farthest),"8.93%, 7 days","Daily, is CONFIRMED on 2025-09-02",Already confirmed,"2025-10-31 (Price: 33.04), 4.62% above",43 days,No Information,No Information,No Information,No Information,No Information,4.62% above/4.62% above/4.62% above,"13.37%, 44.85%",120 days/2 days/21 days,2026-02-22/2025-09-04/2025-10-02,4.1%,1.6%,2.5%,0.09,0.23,34.8896/32.8527/37.33/92.73/97.2627/102.2552,30.39/24.07/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,32.04/35.82,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
DELTADRIFT,"BTC-USD, Long, 2025-09-01 (Price: 109250.5938)",Daily,No Price Target,No Date Target,2025-09-10 (Price: 113955.3594),"2025-10-31 (Price: 109457.3281), 0.19% above","90.0%, Past 4 years, 10",23.16%/59.32%,"0.19%, 44 days",11.7%/3.07%/6.32%,134811.0702 (F-Stack 1)/174387.6923 (F-Stack 2),No Next Date Target,"4.31%, 7 days","Daily, was CONFIRMED on 2025-09-01",Already confirmed,"2025-10-31 (Price: 109457.3281), 0.19% above",44 days,No Information,No Information,No Information,No Information,No Information,No Information,"14.07%, 14.27%",14 days/0 days/3 days,2025-09-21/2025-09-01/2025-09-05,16.12%,24.31%,-8.19%,0.59,0.54,116035.0557/116155.2313/116095.14/109784.5/134811.0702/174387.6923,108236.71/18304.4229/107223.5861/87809.6423/No F-Track Level/No F-Track Level,114074.7/109490.53,80.36%/112/11 days (Across ALL Assets),78.09%/470/11 days (Across ALL Assets)
FRACTAL TRACK,"DIS, Long, 2025-08-31 (Price: 118.38)",Weekly,No Price Target,2025-11-02 (Earliest),No Exit Yet,"2025-10-31 (Price: 112.62), 4.87% below","90.32%, Past 20 years, 31",9.34%/10.75%,"-4.87%, 44 days",98.61%/5.36%/30.13%,123.1389 (Historic Rise or Fall to Pivot)/154.0479 (Avg % Gain of Historic Winning trades)/181.58 (Exit Rule)/168.455 (Horizontal)/207.5364 (F-Stack 1)/245.6322 (F-Stack 2)/235.11451799999998 (Backtested Best)/124.72516800000001 (Backtested Worst)/154.04789399999999 (Backtested Avg),2027-12-17 (Farthest)/2025-11-02 (Earliest)/2026-11-07 (Avg),"-4.87%, 44 days","Weekly, was CONFIRMED on 2025-08-31",Already confirmed,"2025-10-31 (Price: 112.62), 4.87% below",44 days,No Information,No Information,No Information,"88.6% (Price: 109.6888), 2.67% above, Upmove Bounce Back","2018-05-06 (Price: 97.68), 2021-03-14 (Price: 203.02)",No Information,"7.93%, 55.37%",579 days/44 days/299 days,2027-12-17/2025-11-02/2026-11-07,13.33%,8.28%,5.05%,0.58,0.29,123.1389/154.0479/181.58/168.455/207.5364/245.6322,112.43/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level,114.13/110.06,94.0%/50/558 days (Across ALL Assets),72.73%/165/214 days (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-08-31 (Price: 570.4)",Monthly,635.996 (Avg % Gain of Historic Winning trades)/635.996 (Backtested Avg),No Date Target,No Exit Yet,"2025-10-31 (Price: 629.07), 10.29% above","100.0%, Past 20 years, 9",4.82%/15.0%,"10.29%, 44 days",26.83%/2.45%/11.5%,659.3824 (Historic Rise or Fall to Pivot)/735.71 (Exit Rule)/836.2536 (F-Stack 2)/723.43832 (Backtested Best),2027-02-16 (Farthest)/2026-04-29 (Avg),"10.29%, 44 days","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2025-10-31 (Price: 629.07), 10.29% above",44 days,No Information,No Information,No Information,No Information,No Information,10.29% above/10.29% above/10.29% above,"0%, 13.09%",369 days/11 days/167 days,2027-02-16/2025-09-15/2026-04-29,8.54%,7.66%,0.88%,1.61,0.27,659.3824/635.996/735.71/No Horizontal Resistance/610.7303/836.2536,468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level,561.66/518.49,90.62%/32/267 days (Across ALL Assets),76.7%/103/188 days (Across ALL Assets)
DELTADRIFT,"KXS.TO, Long, 2025-08-29 (Price: 189.57)",Daily,No Price Target,No Date Target,2025-09-23 (Price: 180.55),"2025-10-31 (Price: 169.84), 10.41% below","72.73%, Past 4 years, 11",15.43%/16.3%,"-10.41%, 45 days",4.94%/3.42%/4.2%,197.9869 (Historic Rise or Fall to Pivot)/197.5319 (Avg % Gain of Historic Winning trades)/197.76 (Exit Rule)/245.4058 (F-Stack 1)/260.6391 (F-Stack 2)/198.93475800000002 (Backtested Best)/196.053294 (Backtested Worst)/197.53194 (Backtested Avg),No Next Date Target,"-4.76%, 17 days","Daily, was CONFIRMED on 2025-08-29",Already confirmed,"2025-10-31 (Price: 169.84), 10.41% below",45 days,No Information,No Information,No Information,No Information,No Information,No Information,"15.86%, 17.85%",39 days/2 days/12 days,2025-10-24/2025-08-31/2025-09-15,2.29%,-1.99%,4.28%,-0.05,-0.01,197.9869/197.5319/197.76/190.388/245.4058/260.6391,189.0/125.3967/176.1333/151.1683/No F-Track Level/No F-Track Level,183.22/182.79,80.36%/112/11 days (Across ALL Assets),78.09%/470/11 days (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-08-28 (Price: 456.79)",Daily,No Price Target,No Date Target,2025-09-17 (Price: 461.26),"2025-10-31 (Price: 475.67), 4.13% above","83.33%, Past 4 years, 12",13.13%/73.86%,"4.13%, 46 days",2.62%/0.78%/1.5%,538.1343 (F-Stack 1)/826.9871 (F-Stack 2),2025-11-17 (Farthest),"0.98%, 14 days","Daily, is CONFIRMED on 2025-08-28",Already confirmed,"2025-10-31 (Price: 475.67), 4.13% above",46 days,No Information,No Information,No Information,No Information,No Information,4.66% above/4.13% above/4.13% above,"5.91%, 15.93%",56 days/4 days/17 days,2025-11-17/2025-09-02/2025-09-21,4.73%,9.04%,-4.31%,0.24,0.35,461.5863/463.6418/466.47/No Horizontal Resistance/538.1343/826.9871,435.72/321.6725/359.6128/249.2814/No F-Track Level/No F-Track Level,443.62/431.04,88.89%/279/30 days (Across ALL Assets),83.02%/642/28 days (Across ALL Assets)
FRACTAL TRACK,"MSFT, Long, 2025-08-28 (Price: 509.64)",Daily,No Price Target,No Date Target,2025-10-31 (Price: 517.81) (Today),"2025-10-31 (Price: 517.81), 1.6% above","100.0%, Past 5 years, 33",6.87%/14.9%,"1.6%, 46 days",39.36%/1.23%/16.74%,594.9537 (Avg % Gain of Historic Winning trades)/599.57 (Exit Rule)/553.3726 (F-Stack 1)/615.9924 (F-Stack 2)/710.234304 (Backtested Best)/594.9537359999999 (Backtested Avg),2027-12-17 (Farthest)/2026-07-25 (Avg),"1.6%, 46 days","Daily, was CONFIRMED on 2025-08-28",Already confirmed,"2025-10-31 (Price: 517.81), 1.6% above",46 days,No Information,No Information,No Information,"38.2% (Price: 498.1958), 3.94% above, Upmove Bounce Back","2024-11-04 (Price: 405.57), 2025-07-31 (Price: 555.45)",No Information,"-0.0%, 37.56%",581 days/25 days/229 days,2027-12-17/2025-10-03/2026-07-25,27.07%,19.67%,7.4%,0.49,0.76,515.6028/594.9537/599.57/No Horizontal Resistance/553.3726/615.9924,502.04/216.39/386.873/350.287/No F-Track Level/No F-Track Level,513.83/461.14,94.12%/289/221 days (Across ALL Assets),52.38%/63/141 days (Across ALL Assets)
OSCILLATOR DELTA,"BTC-USD, Long, 2025-08-27 (Price: 111222.0625)",Daily,No Price Target,No Date Target,2025-09-16 (Price: 116843.1875),"2025-10-31 (Price: 109583.0781), 1.47% below","74.29%, Past 6 years, 35",16.54%/17.68%,"-1.47%, 47 days",14.82%/5.04%/8.32%,128961.5315 (F-Stack 1)/139224.439 (F-Stack 2)/127705.1721625 (Backtested Best),No Next Date Target,"5.05%, 14 days","Daily, is Confirmed on 2025-08-27",No Cancellation Possible,"2025-10-31 (Price: 109583.0781), 1.47% below",47 days,No Information,No Information,No Information,No Information,No Information,No Information,"14.51%, 15.82%",30 days/0 days/7 days,2025-10-09/2025-08-27/2025-09-06,15.21%,48.04%,-32.83%,0.27,0.9,123089.4566/120475.7381/116783.17/No Horizontal Resistance/128961.5315/139224.439,No Recent Minima/18304.4229/97910.3814/89538.9847/No F-Track Level/No F-Track Level,114077.21/109491.16,76.92%/78/41 days (Across ALL Assets),64.14%/304/46 days (Across ALL Assets)
