Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Max Drawdown [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-09-14 (Price: 459.32)",2025-10-09 (Price: 463.5) (Today),"0.91%, 18 days","100.0%, Past 10 years, 9","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-10-09 (Price: 463.5), 0.91% above",18 days,No Information,No Information,No Information,No Information,No Information,1.87% above/0.91% above/0.91% above,6.15%/1.18%/3.37%,"-0.0%, 8.54%",194 days/14 days/87 days,2026-06-21/2025-10-04/2026-01-18,5.84%,9.92%,-4.08%,1.38,0.44,481.8726/474.7991/485.54/No Horizontal Resistance/538.1343/826.9871,383.22/321.6725/359.6128/249.2814/No Fib Ret Level/No Fib Ret Level,448.29/432.0,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-08-24 (Price: 456.64)",2025-10-09 (Price: 463.5) (Today),"1.5%, 33 days","100.0%, Past 10 years, 9","Weekly, is CONFIRMED on 2025-08-22",Already confirmed,"2025-10-09 (Price: 463.5), 1.5% above",33 days,No Information,No Information,No Information,No Information,No Information,1.5% above/1.5% above/1.5% above,6.15%/1.18%/3.37%,"-0.0%, 8.54%",194 days/14 days/87 days,2026-05-31/2025-09-13/2025-12-28,5.84%,9.92%,-4.08%,1.38,0.44,479.061/472.0288/469.92/No Horizontal Resistance/538.1343/826.9871,383.22/321.6725/359.6128/249.2814/No Fib Ret Level/No Fib Ret Level,441.27/430.51,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"EEM, Long, 2025-09-21 (Price: 53.01)",2025-10-09 (Price: 53.93) (Today),"1.74%, 13 days","86.67%, Past 10 years, 15","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-09 (Price: 53.93), 1.74% above",13 days,No Information,No Information,No Information,No Information,No Information,3.2% above/1.74% above/1.74% above,11.23%/1.19%/4.66%,"22.64%, 35.1%",359 days/24 days/85 days,2027-02-22/2025-10-25/2026-01-22,3.0%,1.11%,1.89%,0.21,-0.07,54.2027/55.4803/58.4/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,40.58/36.64/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,50.07/45.71,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"EEM, Long, 2025-09-30 (Price: 53.4)",2025-10-09 (Price: 53.93) (Today),"0.99%, 7 days","80.0%, Past 20 years, 5","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2025-10-09 (Price: 53.93), 0.99% above",7 days,No Information,No Information,No Information,No Information,No Information,0.99% above/0.99% above/0.99% above,16.96%/9.46%/12.5%,"17.13%, 32.71%",281 days/87 days/173 days,2026-11-11/2026-02-03/2026-06-07,4.83%,6.75%,-1.92%,0.52,0.23,67.4442/60.075/60.62/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,36.7/37.485/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,50.66/46.03,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"EEM, Long, 2025-07-31 (Price: 48.56)",2025-10-09 (Price: 53.93) (Today),"11.06%, 50 days","80.0%, Past 20 years, 5","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-10-09 (Price: 53.93), 11.06% above",50 days,No Information,No Information,No Information,No Information,No Information,18.48% above/11.06% above/11.06% above,16.96%/9.46%/12.5%,"17.13%, 32.71%",281 days/87 days/173 days,2026-09-11/2025-12-04/2026-04-07,4.83%,6.75%,-1.92%,0.52,0.23,61.3313/54.63/51.72/51.3833/No Next Fib Ext/No Next Fib Ext,36.7/37.485/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,47.74/44.66,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"ENZL, Long, 2024-09-30 (Price: 49.42)",2025-10-09 (Price: 46.575) (Today),"-5.76%, 268 days","80.0%, Past 20 years, 5","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2025-10-09 (Price: 46.575), 5.76% below",268 days,No Information,No Information,No Information,No Information,No Information,5.43% below/5.76% below/5.76% below,18.88%/2.38%/9.32%,"4.49%, 22.82%",393 days/130 days/233 days,2026-04-22/2025-04-06/2025-09-02,5.34%,3.65%,1.69%,0.65,0.05,50.4282/54.0259/51.05/65.1933/79.7363/84.688,41.64/43.9425/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,48.07/46.44,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"GDX, Long, 2025-09-21 (Price: 72.36)",2025-10-09 (Price: 75.61) (Today),"4.49%, 13 days","93.33%, Past 10 years, 15","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-09 (Price: 75.61), 4.49% above",13 days,No Information,No Information,No Information,No Information,No Information,13.97% above/4.49% above/4.49% above,27.5%/0.94%/11.74%,"1.9%, 52.31%",349 days/4 days/63 days,2027-02-08/2025-09-26/2025-12-21,12.63%,1.45%,11.18%,1.4,0.1,79.0895/80.8551/93.79/No Horizontal Resistance/72.73/90.9746,34.26/25.645/50.0225/36.1563/No Fib Ret Level/No Fib Ret Level,59.37/47.97,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
FRACTAL TRACK,"SLV, Long, 2023-03-31 (Price: 22.12)",2025-10-09 (Price: 44.71) (Today),"102.12%, 659 days","75.0%, Past 19 years, 4","Quarterly, was CONFIRMED on 2023-03-31",Already confirmed,"2025-10-09 (Price: 44.71), 102.12% above",659 days,No Information,No Information,No Information,"38.2% (Price: 16.3483), 173.48% above, Upmove Bounce Back","2018-12-31 (Price: 13.11), 2019-09-30 (Price: 18.35)",No Information,48.48%/48.48%/48.48%,"0.6%, 21.76%",1043 days/1043 days/1043 days,2027-05-19/2027-05-19/2027-05-19,7.07%,6.41%,0.66%,0.54,0.22,20.9056/32.8438/25.26/27.685/47.5817/52.1458,17.5/13.2033/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,37.67/32.16,90.0%/10/1207 days (Across ALL Assets),52.17%/23/344 days (Across ALL Assets)
TRENDPULSE,"GILD, Long, 2025-08-11 (Price: 120.47)",2025-10-09 (Price: 116.74) (Today),"-3.1%, 43 days","86.67%, Past 4 years, 15","Daily, is CONFIRMED on 2025-08-11",Already confirmed,"2025-10-09 (Price: 116.74), 3.1% below",43 days,No Information,No Information,No Information,No Information,No Information,5.86% above/3.1% below/3.1% below,8.4%/0.41%/3.39%,"16.01%, 27.45%",92 days/6 days/30 days,2025-12-22/2025-08-19/2025-09-23,6.03%,9.86%,-3.83%,0.25,0.36,122.9155/124.5539/146.22/No Horizontal Resistance/121.083/140.4376,110.28/56.99/104.5806/96.4152/No Fib Ret Level/No Fib Ret Level,111.16/102.65,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"GILD, Long, 2025-07-31 (Price: 112.29)",2025-10-09 (Price: 116.74) (Today),"3.96%, 50 days","80.0%, Past 20 years, 5","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2025-10-09 (Price: 116.74), 3.96% above",50 days,No Information,No Information,No Information,No Information,No Information,6.05% above/3.96% above/3.96% above,34.73%/16.84%/24.94%,"20.63%, 30.77%",434 days/196 days/304 days,2027-04-20/2026-05-10/2026-10-14,6.06%,14.82%,-8.76%,0.65,0.53,138.622/140.2951/137.95/No Horizontal Resistance/121.083/140.4376,64.27/56.99/104.5806/96.4152/No Fib Ret Level/No Fib Ret Level,110.34/101.66,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"GILD, Long, 2025-03-31 (Price: 112.05)",2025-10-09 (Price: 116.74) (Today),"4.19%, 138 days","100.0%, Past 33 years, 5","Quarterly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-10-09 (Price: 116.74), 4.19% above",138 days,No Information,No Information,No Information,No Information,No Information,26.38% above/4.19% above/4.19% above,74.14%/4.33%/34.77%,"0%, 20.08%",706 days/121 days/451 days,2028-01-17/2025-09-22/2027-01-13,8.87%,17.17%,-8.3%,1.29,0.52,137.0259/151.0098/130.67/No Horizontal Resistance/123.5165/140.4376,58.26/56.99/102.2986/87.442/No Fib Ret Level/No Fib Ret Level,105.64/88.22,90.0%/20/554 days (Across ALL Assets),100.0%/1/136 days (Across ALL Assets)
TRENDPULSE,"GILD, Long, 2022-12-31 (Price: 85.85)",2025-10-09 (Price: 116.74) (Today),"35.98%, 723 days","100.0%, Past 33 years, 5","Quarterly, is CONFIRMED on 2022-12-31",Already confirmed,"2025-10-09 (Price: 116.74), 35.98% above",723 days,No Information,No Information,No Information,No Information,No Information,89.24% above/35.98% above/35.98% above,74.14%/4.33%/34.77%,"0%, 20.08%",706 days/121 days/451 days,2025-10-18/2023-06-24/2024-10-14,8.87%,17.17%,-8.3%,1.29,0.52,104.986/115.7/90.9/No Horizontal Resistance/123.4541/140.4376,58.26/56.99/75.3922/65.1312/No Fib Ret Level/No Fib Ret Level,82.78/67.59,90.0%/20/554 days (Across ALL Assets),100.0%/1/136 days (Across ALL Assets)
TRENDPULSE,"INDA, Long, 2025-09-16 (Price: 53.87)",2025-10-09 (Price: 52.81) (Today),"-1.97%, 17 days","75.0%, Past 4 years, 4","Daily, is CONFIRMED on 2025-09-16",Already confirmed,"2025-10-09 (Price: 52.81), 1.97% below",17 days,No Information,No Information,No Information,No Information,No Information,1.16% below/1.97% below/1.97% below,1.85%/0.87%/1.31%,"5.0%, 16.49%",13 days/4 days/7 days,2025-10-04/2025-09-21/2025-09-26,2.71%,8.73%,-6.02%,-0.1,0.32,53.7084/54.5757/53.89/55.3633/66.8401/79.771,51.98/39.06/49.0901/45.3705/No Fib Ret Level/No Fib Ret Level,53.42/52.68,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"MAR, Long, 2025-02-09 (Price: 303.97)",2025-10-09 (Price: 266.14) (Today),"-12.45%, 173 days","82.35%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-02-07",Already confirmed,"2025-10-09 (Price: 266.14), 12.45% below",173 days,No Information,No Information,No Information,No Information,No Information,6.33% below/12.45% below/12.45% below,16.53%/4.18%/8.99%,"12.52%, 61.32%",109 days/19 days/46 days,2025-07-16/2025-03-08/2025-04-16,8.68%,14.42%,-5.74%,0.64,0.51,358.8974/331.2969/427.7/No Horizontal Resistance/372.972/399.3723,270.76/116.955/275.4012/235.5515/No Fib Ret Level/No Fib Ret Level,284.64/253.51,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"INFY, Long, 2025-09-17 (Price: 17.68)",2025-10-09 (Price: 17.06) (Today),"-3.51%, 16 days","100.0%, Past 4 years, 5","Daily, is CONFIRMED on 2025-09-17",Already confirmed,"2025-10-09 (Price: 17.06), 3.51% below",16 days,No Information,No Information,No Information,No Information,No Information,0.0% below/3.51% below/3.51% below,5.41%/1.9%/3.35%,"0%, 9.88%",71 days/5 days/22 days,2025-12-28/2025-09-24/2025-10-18,8.9%,6.3%,2.6%,1.97,0.23,18.6612/18.2723/18.41/23.796/31.8515/41.1179,16.38/16.074/13.0115/82.7505/No Fib Ret Level/No Fib Ret Level,17.12/19.14,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"INFY, Long, 2024-08-31 (Price: 23.28)",2025-10-09 (Price: 17.06) (Today),"-26.72%, 288 days","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2024-08-31",Already confirmed,"2025-10-09 (Price: 17.06), 26.72% below",288 days,No Information,No Information,No Information,No Information,No Information,22.91% below/26.72% below/26.72% below,31.18%/11.13%/17.93%,"0%, 58.28%",1000 days/107 days/470 days,2028-08-18/2025-02-01/2026-07-12,7.37%,5.7%,1.67%,2.22,0.23,25.9386/27.4541/30.35/24.21/31.8515/41.1179,15.54/16.315/20.4002/13.0115/No Fib Ret Level/No Fib Ret Level,21.06/18.98,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"IWM, Long, 2025-09-18 (Price: 244.84)",2025-10-09 (Price: 245.13) (Today),"0.12%, 15 days","81.82%, Past 4 years, 11","Daily, is CONFIRMED on 2025-09-18",Already confirmed,"2025-10-09 (Price: 245.13), 0.12% above",15 days,No Information,No Information,No Information,No Information,No Information,2.61% above/0.12% above/0.12% above,4.15%/1.16%/3.12%,"20.11%, 32.43%",109 days/4 days/24 days,2026-02-22/2025-09-23/2025-10-22,2.1%,7.27%,-5.17%,-0.01,0.26,249.1247/252.479/279.83/No Horizontal Resistance/348.4025/539.5308,214.92/162.3167/230.2783/157.2742/No Fib Ret Level/No Fib Ret Level,228.42/216.62,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"JPM, Long, 2025-09-19 (Price: 314.78)",2025-10-09 (Price: 305.53) (Today),"-2.94%, 14 days","93.75%, Past 4 years, 16","Daily, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-09 (Price: 305.53), 2.94% below",14 days,No Information,No Information,No Information,No Information,No Information,2.94% below/2.94% below/2.94% below,10.64%/1.29%/4.2%,"2.79%, 13.14%",51 days/4 days/15 days,2025-12-01/2025-09-24/2025-10-10,16.4%,16.49%,-0.09%,1.21,0.58,324.3808/328.0008/409.54/No Horizontal Resistance/328.9175/381.492,292.91/125.7575/300.9735/287.5071/No Fib Ret Level/No Fib Ret Level,296.21/265.08,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"JPM, Long, 2025-03-31 (Price: 245.3)",2025-10-09 (Price: 305.53) (Today),"24.55%, 138 days","100.0%, Past 44 years, 4","Quarterly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-10-09 (Price: 305.53), 24.55% above",138 days,No Information,No Information,No Information,No Information,No Information,27.46% above/24.55% above/24.55% above,50.77%/9.1%/25.68%,"0%, 5.43%",392 days/121 days/288 days,2026-10-19/2025-09-22/2026-05-22,8.12%,9.16%,-1.04%,1.38,0.33,309.9611/308.293/326.5/No Horizontal Resistance/275.691/287.5071,104.5/91.08/208.1524/186.1217/No Fib Ret Level/No Fib Ret Level,256.96/230.23,90.0%/20/554 days (Across ALL Assets),100.0%/1/136 days (Across ALL Assets)
TRENDPULSE,"JPM, Long, 2024-06-30 (Price: 202.26)",2025-10-09 (Price: 305.53) (Today),"51.06%, 333 days","100.0%, Past 44 years, 4","Quarterly, is CONFIRMED on 2024-06-30",Already confirmed,"2025-10-09 (Price: 305.53), 51.06% above",333 days,No Information,No Information,No Information,No Information,No Information,51.06% above/51.06% above/51.06% above,50.77%/9.1%/25.68%,"0%, 5.43%",392 days/121 days/288 days,2026-01-18/2024-12-22/2025-08-21,8.12%,9.16%,-1.04%,1.38,0.33,255.5757/254.2004/301.65/203.41/208.1524/275.691,104.5/91.08/186.1217/130.0388/No Fib Ret Level/No Fib Ret Level,196.29/173.92,90.0%/20/554 days (Across ALL Assets),100.0%/1/136 days (Across ALL Assets)
TRENDPULSE,"MA, Long, 2025-10-02 (Price: 577.33)",2025-10-09 (Price: 564.55) (Today),"-2.21%, 5 days","88.89%, Past 4 years, 9","Daily, is CONFIRMED on 2025-10-02",Already confirmed,"2025-10-09 (Price: 564.55), 2.21% below",5 days,No Information,No Information,No Information,No Information,No Information,2.21% below/2.21% below/2.21% below,3.91%/1.69%/2.83%,"5.15%, 16.73%",75 days/4 days/27 days,2026-01-18/2025-10-07/2025-11-10,7.46%,13.25%,-5.79%,0.67,0.48,588.1838/593.6684/672.59/592.9033/716.5814/751.3605,565.13/306.91/554.0572/515.4888/No Fib Ret Level/No Fib Ret Level,579.22/556.01,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"MA, Long, 2025-08-21 (Price: 591.92)",2025-10-09 (Price: 564.55) (Today),"-4.62%, 35 days","88.89%, Past 4 years, 9","Daily, is CONFIRMED on 2025-08-21",Already confirmed,"2025-10-09 (Price: 564.55), 4.62% below",35 days,No Information,No Information,No Information,No Information,No Information,4.62% below/4.62% below/4.62% below,3.91%/1.69%/2.83%,"5.15%, 16.73%",75 days/4 days/27 days,2025-12-07/2025-08-26/2025-09-29,7.46%,13.25%,-5.79%,0.67,0.48,603.0481/608.6713/608.31/No Horizontal Resistance/716.5814/751.3605,550.18/279.035/554.0572/515.4888/No Fib Ret Level/No Fib Ret Level,564.77/547.22,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"MA, Long, 2025-06-08 (Price: 590.12)",2025-10-09 (Price: 564.55) (Today),"-4.33%, 88 days","93.75%, Past 10 years, 16","Weekly, is CONFIRMED on 2025-06-06",Already confirmed,"2025-10-09 (Price: 564.55), 4.33% below",88 days,No Information,No Information,No Information,No Information,No Information,3.59% below/4.33% below/4.33% below,13.37%/2.01%/5.42%,"14.55%, 37.99%",169 days/24 days/74 days,2026-02-07/2025-07-12/2025-09-23,7.33%,23.9%,-16.57%,0.78,0.97,652.7317/622.1045/727.51/No Horizontal Resistance/716.5814/751.3605,489.77/279.035/554.0572/515.4888/No Fib Ret Level/No Fib Ret Level,550.0/528.51,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"MA, Long, 2025-02-28 (Price: 576.31)",2025-10-09 (Price: 564.55) (Today),"-2.04%, 159 days","100.0%, Past 20 years, 7","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2025-10-09 (Price: 564.55), 2.04% below",159 days,No Information,No Information,No Information,No Information,No Information,2.04% below/2.04% below/2.04% below,39.4%/17.22%/25.78%,"0%, 9.42%",239 days/129 days/155 days,2026-02-09/2025-09-02/2025-10-10,13.37%,28.02%,-14.65%,3.0,1.03,852.8235/724.8827/713.46/No Horizontal Resistance/716.5814/751.3605,284.34/279.035/554.0572/515.4888/No Fib Ret Level/No Fib Ret Level,542.13/495.23,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"MAR, Long, 2025-10-06 (Price: 271.94)",2025-10-09 (Price: 266.14) (Today),"-2.13%, 3 days","100.0%, Past 4 years, 10","Daily, is CONFIRMED on 2025-10-06",Already confirmed,"2025-10-09 (Price: 266.14), 2.13% below",3 days,No Information,No Information,No Information,No Information,No Information,0.53% below/2.13% below/2.13% below,20.78%/1.46%/5.43%,"0%, 12.09%",62 days/4 days/17 days,2026-01-03/2025-10-11/2025-10-30,16.43%,12.55%,3.88%,1.01,0.44,297.5839/286.7063/275.17/276.35/372.972/399.3723,260.44/129.12/235.5515/198.7812/No Fib Ret Level/No Fib Ret Level,265.39/264.7,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"MAR, Long, 2025-07-06 (Price: 280.03)",2025-10-09 (Price: 266.14) (Today),"-4.96%, 68 days","82.35%, Past 10 years, 17","Weekly, is CONFIRMED on 2025-07-04",Already confirmed,"2025-10-09 (Price: 266.14), 4.96% below",68 days,No Information,No Information,No Information,No Information,No Information,2.68% below/4.96% below/4.96% below,16.53%/4.18%/8.99%,"12.52%, 61.32%",109 days/19 days/46 days,2025-12-10/2025-08-02/2025-09-10,8.68%,14.42%,-5.74%,0.64,0.51,330.6314/305.2047/281.74/No Horizontal Resistance/372.972/399.3723,214.58/129.12/275.4012/235.5515/No Fib Ret Level/No Fib Ret Level,260.76/264.74,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2025-09-08 (Price: 38.18)",2025-10-09 (Price: 37.58) (Today),"-1.57%, 23 days","78.26%, Past 4 years, 23","Daily, is CONFIRMED on 2025-09-08",Already confirmed,"2025-10-09 (Price: 37.58), 1.57% below",23 days,No Information,No Information,No Information,No Information,No Information,0.82% below/1.57% below/1.57% below,11.0%/0.78%/4.44%,"22.46%, 31.61%",74 days/4 days/24 days,2025-12-24/2025-09-13/2025-10-12,7.82%,14.41%,-6.59%,0.27,0.51,40.6655/39.8752/39.11/39.1917/40.9296/48.5677,36.6/22.5167/30.9793/26.1935/No Fib Ret Level/No Fib Ret Level,36.83/36.21,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2025-08-21 (Price: 38.45)",2025-10-09 (Price: 37.58) (Today),"-2.26%, 35 days","78.26%, Past 4 years, 23","Daily, is CONFIRMED on 2025-08-21",Already confirmed,"2025-10-09 (Price: 37.58), 2.26% below",35 days,No Information,No Information,No Information,No Information,No Information,0.19% below/2.26% below/2.26% below,11.0%/0.78%/4.44%,"22.46%, 31.61%",74 days/4 days/24 days,2025-12-06/2025-08-26/2025-09-24,7.82%,14.41%,-6.59%,0.27,0.51,40.9531/40.1572/39.02/39.1917/40.9296/48.5677,35.78/22.5167/30.9793/26.1935/No Fib Ret Level/No Fib Ret Level,36.69/36.19,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"CSCO, Long, 2025-06-29 (Price: 68.65)",2025-10-09 (Price: 69.96) (Today),"1.91%, 73 days","77.78%, Past 10 years, 9","Weekly, is CONFIRMED on 2025-06-27",Already confirmed,"2025-10-09 (Price: 69.96), 1.91% above",73 days,No Information,No Information,No Information,No Information,No Information,5.49% above/1.91% above/1.91% above,14.42%/1.82%/7.17%,"16.99%, 36.88%",184 days/19 days/69 days,2026-03-22/2025-07-26/2025-10-06,5.18%,7.64%,-2.46%,0.37,0.27,71.396/73.5722/74.6/No Horizontal Resistance/78.7458/109.6316,54.54/40.92/68.2017/52.6706/No Fib Ret Level/No Fib Ret Level,62.22/59.3,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"^NZ50, Long, 2025-09-14 (Price: 13227.9004)",2025-10-09 (Price: 13568.4805),"2.57%, 18 days","100.0%, Past 10 years, 12","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-10-08 (Price: 13568.4805), 2.57% above",18 days,No Information,No Information,No Information,No Information,No Information,2.61% above/2.57% above/2.57% above,5.96%/1.43%/3.75%,"0%, 8.61%",149 days/14 days/52 days,2026-04-17/2025-10-04/2025-11-28,7.1%,9.69%,-2.59%,2.73,0.54,14175.0181/13723.9467/13792.16/13351.2476/14773.8816/17170.3822,12017.84/10608.2731/12904.4271/10062.5272/No Fib Ret Level/No Fib Ret Level,12928.17/12690.78,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"KXS.TO, Long, 2025-10-03 (Price: 183.5)",2025-10-09 (Price: 185.61) (Today),"1.15%, 4 days","82.35%, Past 4 years, 17","Daily, is CONFIRMED on 2025-10-03",Already confirmed,"2025-10-09 (Price: 185.61), 1.15% above",4 days,No Information,No Information,No Information,No Information,No Information,3.69% above/1.15% above/1.15% above,9.74%/1.85%/5.59%,"12.05%, 31.14%",71 days/4 days/22 days,2026-01-13/2025-10-08/2025-11-03,12.2%,13.63%,-1.43%,0.38,0.48,199.2994/193.7577/198.48/209.885/222.1498/245.5558,175.17/126.33/177.4966/151.1683/No Fib Ret Level/No Fib Ret Level,191.37/182.3,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"MX.TO, Long, 2025-09-30 (Price: 55.33)",2025-10-09 (Price: 53.05) (Today),"-4.12%, 7 days","88.89%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2025-10-09 (Price: 53.05), 4.12% below",7 days,No Information,No Information,No Information,No Information,No Information,14.53% above/4.12% below/4.12% below,51.09%/9.27%/29.03%,"12.82%, 35.46%",456 days/107 days/230 days,2027-07-22/2026-03-03/2026-08-29,12.98%,8.21%,4.77%,1.3,0.33,61.0954/71.3923/55.66/73.435/104.8718/122.9238,43.2/38.425/48.7635/45.8359/No Fib Ret Level/No Fib Ret Level,49.71/53.65,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
