"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
"HDB, Long, 2025-06-30 (Price: 38.335)",2025-11-11 (Price: 36.7) (Today),"-4.27%, 96 days","100.0%, Past 25 years, 6","Quarterly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-11 (Price: 36.7), 4.27% below",96 days,"2, 2020-12-31 (Price: 36.13)",2025-03-31 (Price: 33.22),2025-06-25 (Price: 37.98),161/99/96 days,10.48% above/3.37% below/4.27% below,2020-12-31 (Price: 43.1588)/2025-06-30 (Price: 28.6012),63.19%/27.72%/46.13%,"-0.0%, 15.59%",718 days/456 days/587 days,2028-05-04/2027-04-21/2027-10-28,19.68%,17.43%,2.25%,1.57,0.58,47.0677/56.0189/39.66/38.8512/40.717/47.4928,19.23/25.6925/32.7076/21.1884/No F-Track Level/No F-Track Level,37.0/32.86,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"GLD, Long, 2025-06-30 (Price: 304.83)",2025-11-11 (Price: 379.87) (Today),"24.62%, 96 days","100.0%, Past 20 years, 4","Quarterly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-11 (Price: 379.87), 24.62% above",96 days,"2, 2017-12-31 (Price: 123.65)",2025-03-31 (Price: 288.14),2025-04-10 (Price: 292.35),161/153/96 days,31.84% above/29.94% above/24.62% above,2017-12-31 (Price: 131.4072)/2025-06-30 (Price: 258.6883),33.06%/15.19%/24.12%,"-0.0%, 10.36%",586 days/392 days/489 days,2027-10-26/2027-01-18/2027-06-08,10.81%,10.5%,0.31%,0.74,0.5,359.6994/378.355/413.54/No Horizontal Resistance/424.4974/624.146,154.67/150.8/301.1087/224.8487/No F-Track Level/No F-Track Level,306.13/268.69,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"GDX, Long, 2025-06-30 (Price: 52.06)",2025-11-11 (Price: 76.71) (Today),"47.35%, 96 days","100.0%, Past 19 years, 4","Quarterly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-11 (Price: 76.71), 47.35% above",96 days,"4, 2019-06-30 (Price: 25.56)",2025-03-31 (Price: 45.97),2025-06-25 (Price: 51.92),161/99/96 days,66.87% above/47.75% above/47.35% above,2019-06-30 (Price: 48.7586)/2025-06-30 (Price: 34.4614),44.96%/44.96%/44.96%,"-0.0%, 21.31%",522 days/522 days/522 days,2027-07-26/2027-07-26/2027-07-26,19.89%,3.19%,16.7%,0.53,0.13,72.2645/75.4662/67.96/No Horizontal Resistance/72.73/88.5521,24.12/25.645/50.0225/36.1563/No F-Track Level/No F-Track Level,50.42/42.59,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"JETS, Long, 2025-06-30 (Price: 22.97)",2025-11-11 (Price: 24.92) (Today),"8.49%, 96 days","80.0%, Past 20 years, 5","Monthly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-11 (Price: 24.92), 8.49% above",96 days,"10, 2017-02-28 (Price: 29.04)",2025-05-31 (Price: 22.72),2025-06-27 (Price: 22.91),116/97/96 days,9.68% above/8.77% above/8.49% above,2017-02-28 (Price: 35.2188)/2025-06-30 (Price: 19.856),7.48%/7.48%/7.48%,"3.13%, 30.25%",86 days/86 days/86 days,2025-11-01/2025-11-01/2025-11-01,2.81%,0.17%,2.64%,0.19,0.02,21.5964/24.6882/26.61/27.271/No Next Fib Ext/No Next Fib Ext,19.82/14.732/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,21.74/22.89,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"FSF.NZ, Long, 2025-06-30 (Price: 6.58)",2025-11-11 (Price: 8.19) (Today),"24.47%, 96 days","100.0%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-06-30",Already confirmed,"2025-11-11 (Price: 8.19), 24.47% above",96 days,"4, 2022-06-30 (Price: 3.1)",2025-05-31 (Price: 6.15),2025-06-16 (Price: 6.4),116/106/96 days,33.17% above/27.97% above/24.47% above,2022-06-30 (Price: 2.9723)/2025-06-30 (Price: 6.0296),44.06%/6.89%/28.09%,"-0.0%, 15.01%",370 days/130 days/226 days,2026-12-17/2026-01-04/2026-05-23,27.24%,1.15%,26.09%,1.21,-0.07,7.596/8.4283/8.67/No Horizontal Resistance/8.5311/12.0421,3.0/2.942/6.3611/26.9153/No F-Track Level/No F-Track Level,6.09/5.37,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"HDFCBANK.NS, Long, 2025-06-29 (Price: 1007.45)",2025-11-11 (Price: 991.7) (Today),"-1.56%, 96 days","100.0%, Past 10 years, 31","Weekly, is CONFIRMED on 2025-06-27",Already confirmed,"2025-11-11 (Price: 991.7), 1.56% below",96 days,"0, 2021-03-07 (Price: 765.0)",2025-06-22 (Price: 982.35),2025-06-25 (Price: 990.1),101/99/96 days,0.95% above/0.16% above/1.56% below,2021-03-07 (Price: 779.1167)/2025-06-29 (Price: 962.8667),11.89%/1.08%/5.97%,"-0.0%, 23.57%",354 days/19 days/104 days,2026-11-23/2025-07-26/2025-11-26,11.86%,15.07%,-3.2%,1.45,0.63,1071.1208/1067.5948/1152.92/No Horizontal Resistance/1263.3223/2016.6114,818.38/640.9/797.7641/510.0332/No F-Track Level/No F-Track Level,969.18/892.58,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"CSCO, Long, 2025-06-29 (Price: 68.65)",2025-11-11 (Price: 71.71) (Today),"4.46%, 96 days","95.83%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-06-27",Already confirmed,"2025-11-11 (Price: 71.71), 4.46% above",96 days,"2, 2025-01-12 (Price: 58.74)",2025-06-22 (Price: 66.32),2025-06-29 (Price: 68.65),101/96/96 days,8.13% above/4.46% above/4.46% above,2025-01-12 (Price: 66.7885)/2025-06-29 (Price: 65.4038),14.42%/0.74%/5.37%,"16.99%, 36.88%",199 days/19 days/57 days,2026-04-13/2025-07-26/2025-09-19,13.41%,8.78%,4.63%,0.75,0.32,72.8582/72.3365/74.6/No Horizontal Resistance/78.7458/109.6316,54.54/40.92/68.2017/52.6706/No F-Track Level/No F-Track Level,62.22/59.3,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"COIN, Long, 2025-06-29 (Price: 353.43)",2025-11-11 (Price: 304.01) (Today),"-13.98%, 96 days","100.0%, Past 10 years, 9","Weekly, is CONFIRMED on 2025-06-27",Already confirmed,"2025-11-11 (Price: 304.01), 13.98% below",96 days,"2, 2024-11-17 (Price: 305.85)",2025-06-22 (Price: 308.38),2025-06-29 (Price: 353.43),101/96/96 days,1.42% below/13.98% below/13.98% below,2024-11-17 (Price: 350.253)/2025-06-29 (Price: 259.5418),63.87%/2.91%/33.17%,"-0.0%, 53.28%",194 days/24 days/91 days,2026-04-05/2025-08-02/2025-11-07,63.98%,0.11%,63.87%,1.08,0.47,347.1389/470.6627/381.98/No Horizontal Resistance/359.5789/523.2877,160.55/86.505/234.936/157.903/No F-Track Level/No F-Track Level,245.45/237.22,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"USO, Long, 2025-06-22 (Price: 83.12)",2025-11-11 (Price: 72.72) (Today),"-12.51%, 101 days","87.5%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-06-20",Already confirmed,"2025-11-11 (Price: 72.72), 12.51% below",101 days,"2, 2025-01-05 (Price: 77.92)",2025-06-15 (Price: 80.22),2025-06-17 (Price: 82.3),106/105/101 days,9.35% below/11.64% below/12.51% below,2025-01-05 (Price: 85.7745)/2025-06-22 (Price: 71.44),11.52%/0.56%/5.28%,"70.35%, 78.81%",314 days/24 days/83 days,2026-09-19/2025-07-26/2025-10-20,-0.4%,-8.69%,8.29%,-0.01,-0.2,82.5382/87.5087/86.24/83.47/No Next Fib Ext/No Next Fib Ext,64.01/44.03/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,69.26/72.76,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"CNQ.TO, Long, 2025-06-15 (Price: 45.9)",2025-11-11 (Price: 45.38) (Today),"-1.13%, 106 days","70.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-06-13",Already confirmed,"2025-11-11 (Price: 45.38), 1.13% below",106 days,"2, 2024-10-06 (Price: 48.22)",2025-06-08 (Price: 43.25),2025-06-10 (Price: 44.03),111/110/106 days,4.92% above/3.07% above/1.13% below,2024-10-06 (Price: 52.4561)/2025-06-15 (Price: 42.2547),19.11%/1.41%/7.62%,"22.31%, 71.02%",129 days/19 days/45 days,2025-12-18/2025-07-12/2025-08-19,1.12%,5.6%,-4.49%,0.03,0.24,46.4783/49.3976/47.29/51.51/65.8353/68.6522,37.72/13.9251/41.121/33.7618/No F-Track Level/No F-Track Level,41.34/44.38,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"NOVA.F, Long, 2025-06-15 (Price: 68.5)",2025-11-11 (Price: 42.4) (Today),"-38.1%, 106 days","100.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-06-13",Already confirmed,"2025-11-11 (Price: 42.4), 38.1% below",106 days,"2, 2024-09-08 (Price: 118.0)",2025-06-01 (Price: 62.5),2025-06-10 (Price: 69.1),116/110/106 days,32.16% below/38.64% below/38.1% below,2024-09-08 (Price: 128.8264)/2025-06-15 (Price: 58.8234),21.94%/2.36%/10.6%,"-0.0%, 9.84%",129 days/24 days/51 days,2025-12-18/2025-07-19/2025-08-27,40.73%,12.08%,28.66%,1.44,0.44,76.3227/75.761/98.2/126.5/138.0871/146.706,51.0/26.875/61.5779/44.5645/No F-Track Level/No F-Track Level,59.5/85.62,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"TCS.NS, Long, 2025-06-10 (Price: 3462.8999)",2025-11-11 (Price: 3047.0) (Today),"-12.01%, 110 days","96.97%, Past 4 years, 33","Daily, is CONFIRMED on 2025-06-10",Already confirmed,"2025-11-11 (Price: 3047.0), 12.01% below",110 days,"6, 2024-12-05 (Price: 4464.0498)",2025-06-06 (Price: 3384.2),2025-06-10 (Price: 3462.8999),112/110/110 days,9.96% below/12.01% below/12.01% below,2024-12-05 (Price: 4519.728)/2025-06-10 (Price: 3359.3924),13.38%/0.84%/4.51%,"12.98%, 25.8%",93 days/5 days/15 days,2025-10-22/2025-06-17/2025-07-01,36.95%,5.27%,31.68%,0.86,0.17,3561.5925/3619.0767/4063.59/4543.575/5142.5725/5692.579,3371.1/2911.025/3006.8346/2637.2425/No F-Track Level/No F-Track Level,3444.71/3955.18,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
"NVO, Long, 2025-06-08 (Price: 74.63)",2025-11-11 (Price: 49.15) (Today),"-34.14%, 111 days","93.33%, Past 10 years, 30","Weekly, is CONFIRMED on 2025-06-06",Already confirmed,"2025-11-11 (Price: 49.15), 34.14% below",111 days,"2, 2024-09-01 (Price: 139.16)",2025-05-25 (Price: 67.35),2025-06-06 (Price: 74.63),121/112/111 days,27.02% below/34.14% below/34.14% below,2024-09-01 (Price: 139.214)/2025-06-08 (Price: 61.2618),21.72%/1.43%/8.14%,"16.75%, 27.09%",149 days/19 days/64 days,2026-01-09/2025-07-05/2025-09-08,16.89%,10.67%,6.22%,0.78,0.39,79.3615/80.7049/113.35/139.01/157.4212/189.8872,58.08/31.6225/70.5125/51.1046/No F-Track Level/No F-Track Level,66.39/94.1,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"CEN.NZ, Long, 2025-06-01 (Price: 9.16)",2025-11-11 (Price: 9.52) (Today),"3.93%, 116 days","100.0%, Past 10 years, 26","Weekly, is CONFIRMED on 2025-05-30",Already confirmed,"2025-11-11 (Price: 9.52), 3.93% above",116 days,"2, 2024-12-15 (Price: 9.0)",2025-06-01 (Price: 9.16),2025-05-30 (Price: 9.16),116/117/116 days,3.93% above/3.93% above/3.93% above,2024-12-15 (Price: 9.9031)/2025-06-01 (Price: 9.0781),16.04%/1.09%/5.37%,"-0.0%, 16.12%",204 days/24 days/79 days,2026-03-23/2025-07-05/2025-09-23,15.41%,3.65%,11.76%,1.66,0.08,9.5246/9.6519/9.26/No Horizontal Resistance/11.2606/15.4512,8.52/6.86/8.6706/33.2031/No F-Track Level/No F-Track Level,9.04/8.87,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"GOOG, Long, 2025-05-31 (Price: 172.85)",2025-10-31 (Price: 281.82),"63.04%, 109 days","94.12%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-11 (Price: 291.74), 68.78% above",116 days,"10, 2020-05-31 (Price: 71.446)",2025-05-31 (Price: 172.85),2025-05-14 (Price: 166.81),116/129/116 days,68.78% above/74.89% above/68.78% above,2020-05-31 (Price: 149.423)/2025-05-31 (Price: 157.2888),63.04%/1.54%/29.75%,"3.21%, 18.92%",412 days/86 days/199 days,2027-01-17/2025-10-02/2026-03-15,22.75%,24.26%,-1.52%,1.49,0.85,188.7349/224.2729/233.69/No Horizontal Resistance/219.0619/240.3589,156.23/85.8978/138.1748/130.09/No F-Track Level/No F-Track Level,161.79/172.82,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"EURUSD=X, Long, 2025-05-31 (Price: 1.1378)",2025-10-31 (Price: 1.1572),"1.71%, 109 days","75.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-11 (Price: 1.1586), 1.83% above",116 days,"2, 2023-11-30 (Price: 1.0974)",2025-05-31 (Price: 1.1378),2025-05-30 (Price: 1.1378),116/117/116 days,1.83% above/1.83% above/1.83% above,2023-11-30 (Price: 1.1131)/2025-05-31 (Price: 1.1277),8.26%/0.88%/4.48%,"18.25%, 23.39%",284 days/109 days/178 days,2026-07-16/2025-11-04/2026-02-12,0.65%,-0.39%,1.04%,0.09,-0.5,1.141/1.1888/1.16/1.2218/1.6296/1.7649,1.04/1.0207/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level,1.12/1.08,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"BTC-USD, Long, 2025-05-31 (Price: 104638.0938)",2025-11-11 (Price: 102773.2812) (Today),"-1.78%, 116 days","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-11 (Price: 102773.2812), 1.78% below",116 days,"0, 2020-05-31 (Price: 9461.0586)",2025-04-30 (Price: 94207.3125),2025-05-31 (Price: 104638.0938),139/116/116 days,9.09% above/1.78% below/1.78% below,2020-05-31 (Price: 62070.0492)/2025-05-31 (Price: 77304.8593),347.58%/48.3%/218.14%,"-0.0%, 15.0%",131 days/108 days/125 days,2025-12-06/2025-11-03/2025-11-28,256.42%,64.47%,191.95%,1.22,1.44,290297.4636/332895.6316/161744.31/108691.664/112399.9298/136097.3501,16547.5/18304.4229/88806.9363/81023.3741/No F-Track Level/No F-Track Level,98179.57/94736.72,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"UBER, Long, 2025-05-31 (Price: 84.16)",2025-10-31 (Price: 96.5),"14.66%, 109 days","100.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2025-11-11 (Price: 93.6), 11.22% above",116 days,"2, 2024-05-31 (Price: 64.56)",2025-04-30 (Price: 81.01),2025-05-02 (Price: 84.28),139/137/116 days,15.54% above/11.06% above/11.22% above,2024-05-31 (Price: 93.125)/2025-05-31 (Price: 78.425),38.27%/4.86%/19.26%,"-0.0%, 18.79%",153 days/109 days/123 days,2026-01-07/2025-11-04/2025-11-25,36.82%,14.17%,22.65%,0.8,0.47,102.1366/100.3692/95.92/No Horizontal Resistance/94.5323/103.0637,60.32/28.6593/72.8134/67.6463/No F-Track Level/No F-Track Level,79.37/73.7,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"PG, Long, 2025-05-27 (Price: 167.76)",2025-11-11 (Price: 148.54) (Today),"-11.46%, 120 days","93.75%, Past 4 years, 32","Daily, is CONFIRMED on 2025-05-27",Already confirmed,"2025-11-11 (Price: 148.54), 11.46% below",120 days,"2, 2025-04-03 (Price: 172.39)",2025-05-23 (Price: 165.86),2025-05-27 (Price: 167.76),122/120/120 days,10.44% below/11.46% below/11.46% below,2025-04-03 (Price: 174.8)/2025-05-27 (Price: 163.46),5.36%/1.29%/2.83%,"6.35%, 12.85%",70 days/4 days/16 days,2025-09-05/2025-06-01/2025-06-19,24.16%,3.91%,20.26%,0.76,0.08,168.7833/172.5076/170.54/179.4533/186.6499/209.3631,157.66/121.86/161.0808/140.2317/No F-Track Level/No F-Track Level,164.47/168.49,88.26%/298/30 days (Across ALL Assets),82.89%/637/28 days (Across ALL Assets)
"KXS.TO, Long, 2025-05-18 (Price: 197.98)",2025-11-11 (Price: 174.96) (Today),"-11.63%, 126 days","80.0%, Past 10 years, 15","Weekly, is CONFIRMED on 2025-05-16",Already confirmed,"2025-11-11 (Price: 174.96), 11.63% below",126 days,"0, 2021-01-24 (Price: 181.61)",2025-05-11 (Price: 192.44),2025-05-16 (Price: 197.98),131/127/126 days,9.08% below/11.63% below/11.63% below,2021-01-24 (Price: 194.3913)/2025-05-18 (Price: 189.6894),27.78%/2.64%/12.82%,"19.41%, 30.73%",129 days/24 days/60 days,2025-11-20/2025-06-21/2025-08-12,15.69%,24.7%,-9.01%,0.48,0.8,207.7998/223.361/207.8/225.9867/222.5978/243.8843,155.11/125.3967/177.4966/151.1683/No F-Track Level/No F-Track Level,171.96/166.06,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"BRK-B, Long, 2025-05-04 (Price: 539.8)",2025-11-11 (Price: 497.07) (Today),"-7.92%, 136 days","96.77%, Past 10 years, 31","Weekly, is CONFIRMED on 2025-05-02",Already confirmed,"2025-11-11 (Price: 497.07), 7.92% below",136 days,"4, 2024-02-11 (Price: 398.36)",2025-05-04 (Price: 539.8),2025-05-02 (Price: 539.8),136/137/136 days,7.92% below/7.92% below/7.92% below,2024-02-11 (Price: 422.586)/2025-05-04 (Price: 530.5998),11.6%/2.26%/5.43%,"13.62%, 25.57%",209 days/24 days/60 days,2026-03-02/2025-06-07/2025-07-29,16.54%,12.36%,4.19%,0.91,0.56,563.8211/569.1111/624.66/No Horizontal Resistance/533.0296/630.85,442.66/268.082/491.88/449.7662/No F-Track Level/No F-Track Level,516.28/472.29,95.35%/129/94 days (Across ALL Assets),78.95%/266/76 days (Across ALL Assets)
"HDB, Long, 2025-04-30 (Price: 36.345)",2025-11-11 (Price: 36.7) (Today),"0.98%, 139 days","100.0%, Past 20 years, 19","Monthly, is CONFIRMED on 2025-04-30",Already confirmed,"2025-11-11 (Price: 36.7), 0.98% above",139 days,"0, 2020-04-30 (Price: 21.675)",2025-04-30 (Price: 36.345),2025-04-09 (Price: 32.83),139/154/139 days,0.98% above/11.79% above/0.98% above,2020-04-30 (Price: 42.4904)/2025-04-30 (Price: 32.0076),71.58%/7.1%/23.84%,"-0.0%, 63.31%",782 days/109 days/392 days,2028-06-05/2025-10-04/2026-11-18,13.12%,17.02%,-3.9%,1.11,0.59,37.5662/45.0096/45.15/39.24/40.717/47.4928,26.75/25.82/32.7076/21.1884/No F-Track Level/No F-Track Level,32.42/31.43,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"XIU.TO, Long, 2025-03-31 (Price: 37.87)",2025-11-11 (Price: 45.44) (Today),"19.99%, 161 days","100.0%, Past 26 years, 6","Quarterly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-11-11 (Price: 45.44), 19.99% above",161 days,"4, 2015-03-31 (Price: 21.9)",2025-03-31 (Price: 37.87),2025-03-31 (Price: 37.87),161/161/161 days,19.99% above/19.99% above/19.99% above,2015-03-31 (Price: 20.8699)/2025-03-31 (Price: 37.5318),18.25%/10.98%/14.62%,"-0.0%, 12.24%",914 days/261 days/587 days,2028-11-13/2026-04-13/2027-07-29,10.51%,5.01%,5.5%,1.29,0.12,39.9226/43.4066/47.45/39.305/44.2067/53.8646,20.65/23.52/34.8657/30.9684/No F-Track Level/No F-Track Level,38.27/36.63,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"XLF, Long, 2025-03-31 (Price: 49.81)",2025-11-11 (Price: 53.21) (Today),"6.83%, 161 days","71.43%, Past 26 years, 7","Quarterly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-11-11 (Price: 53.21), 6.83% above",161 days,"4, 2010-03-31 (Price: 12.9569)",2025-03-31 (Price: 49.81),2025-03-17 (Price: 49.09),161/171/161 days,6.83% above/8.39% above/6.83% above,2010-03-31 (Price: 12.2879)/2025-03-31 (Price: 48.1172),33.43%/27.9%/31.59%,"37.75%, 44.86%",718 days/391 days/609 days,2028-02-03/2026-10-18/2027-08-30,2.69%,3.75%,-1.07%,0.09,0.09,50.856/65.545/71.92/No Horizontal Resistance/70.6138/110.4396,20.82/22.715/45.9996/174.8795/No F-Track Level/No F-Track Level,50.5/46.95,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"GILD, Long, 2025-03-31 (Price: 112.05)",2025-11-11 (Price: 122.56) (Today),"9.38%, 161 days","100.0%, Past 33 years, 10","Quarterly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-11-11 (Price: 122.56), 9.38% above",161 days,"0, 2017-09-30 (Price: 81.02)",2024-12-31 (Price: 92.37),2025-03-25 (Price: 107.89),225/165/161 days,32.68% above/13.6% above/9.38% above,2017-09-30 (Price: 84.7825)/2025-03-31 (Price: 88.345),74.14%/5.29%/44.68%,"-0.0%, 24.28%",913 days/327 days/509 days,2028-11-12/2026-07-17/2027-04-07,12.82%,17.18%,-4.36%,1.5,0.52,126.4708/162.1139/130.67/No Horizontal Resistance/123.5165/140.4376,58.26/56.99/102.2986/87.442/No F-Track Level/No F-Track Level,105.64/88.22,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"JPM, Long, 2025-03-31 (Price: 245.3)",2025-11-11 (Price: 315.62) (Today),"28.67%, 161 days","87.5%, Past 44 years, 8","Quarterly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-11-11 (Price: 315.62), 28.67% above",161 days,"2, 2018-03-31 (Price: 109.97)",2024-12-31 (Price: 239.71),2025-03-27 (Price: 248.12),225/163/161 days,31.67% above/27.2% above/28.67% above,2018-03-31 (Price: 119.33)/2025-03-31 (Price: 219.4393),54.11%/10.04%/23.18%,"3.39%, 36.16%",914 days/390 days/521 days,2028-11-13/2026-10-16/2027-04-24,7.18%,9.18%,-2.01%,0.62,0.33,278.2438/302.1605/326.5/No Horizontal Resistance/275.691/287.5071,104.5/91.08/208.1524/186.1217/No F-Track Level/No F-Track Level,256.96/230.23,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"SONY, Long, 2025-03-31 (Price: 25.39)",2025-11-11 (Price: 29.16) (Today),"14.85%, 161 days","75.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-11-11 (Price: 29.16), 14.85% above",161 days,"2, 2023-05-31 (Price: 18.74)",2025-01-31 (Price: 22.01),2025-03-19 (Price: 24.97),202/169/161 days,32.49% above/16.78% above/14.85% above,2023-05-31 (Price: 20.1897)/2025-03-31 (Price: 20.152),48.17%/7.34%/29.36%,"31.07%, 31.13%",390 days/109 days/214 days,2026-10-16/2025-09-04/2026-02-03,10.26%,2.49%,7.77%,0.63,0.12,27.7843/32.8445/29.38/No Horizontal Resistance/33.2191/35.3948,16.47/14.992/24.8529/22.354/No F-Track Level/No F-Track Level,23.6/19.99,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
"SONY, Long, 2025-03-31 (Price: 25.39)",2025-11-11 (Price: 29.16) (Today),"14.85%, 161 days","88.89%, Past 55 years, 18","Quarterly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-11-11 (Price: 29.16), 14.85% above",161 days,"0, 2017-09-30 (Price: 7.468)",2024-12-31 (Price: 21.16),2025-03-26 (Price: 25.5),225/164/161 days,37.81% above/14.35% above/14.85% above,2017-09-30 (Price: 41.5415)/2025-03-31 (Price: 16.889),218.3%/23.15%/61.44%,"75.81%, 80.33%",1499 days/261 days/745 days,2031-03-11/2026-04-13/2028-03-14,7.15%,5.75%,1.4%,0.67,0.23,28.4546/40.9896/36.14/No Horizontal Resistance/33.2191/35.3948,12.81/14.992/24.8529/22.354/No F-Track Level/No F-Track Level,23.6/19.99,86.67%/15/609 days (Across ALL Assets),100.0%/1/155 days (Across ALL Assets)
"TCEHY, Long, 2025-03-31 (Price: 63.84)",2025-11-11 (Price: 83.87) (Today),"31.38%, 161 days","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-03-31",Already confirmed,"2025-11-11 (Price: 83.87), 31.38% above",161 days,"0, 2020-03-31 (Price: 49.09)",2025-02-28 (Price: 61.61),2025-03-31 (Price: 63.84),182/161/161 days,36.13% above/31.38% above/31.38% above,2020-03-31 (Price: 108.6075)/2025-03-31 (Price: 58.3848),48.56%/8.58%/32.02%,"-0.0%, 28.74%",434 days/87 days/179 days,2026-12-19/2025-08-04/2025-12-15,29.28%,21.03%,8.25%,1.74,0.72,78.3955/84.2816/72.69/73.09/91.9947/116.3817,34.84/36.36/58.3318/52.1422/No F-Track Level/No F-Track Level,60.71/53.18,92.45%/53/286 days (Across ALL Assets),73.83%/107/181 days (Across ALL Assets)
