Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/Moving Avg) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/Moving Avg) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
FRACTAL TRACK,"META, Short, 2025-11-30 (Price: 647.95)",No Exit Yet,"1.29%, 2 days","100.0%, Past 13 years, 5","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-03 (Price: 639.6), 1.29% below",2 days,No Information,No Information,No Information,"23.66% (Price: 628.6993), 1.73% above, Upmove Break Below","2022-11-30 (Price: 88.09), 2025-08-31 (Price: 796.25)",No Information,32.63%/3.19%/11.97%,"-0.0%, 32.63%",2.2 months/20 days/1.2 month,2026-03-04/2025-12-28/2026-01-22,94.49%,5.3%,89.19%,0.68,0.8,579.1377/570.3904/223.05/280.19/556.264/2054.9119/No Moving Avg Target,773.44/280.19/556.264/2054.9119/No F-Track Level/No F-Track Level/671.78,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
FRACTAL TRACK,"KWEB, Short, 2025-11-30 (Price: 37.57)",No Exit Yet,"1.14%, 2 days","88.89%, Past 12 years, 9","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-03 (Price: 37.14), 1.14% below",2 days,No Information,No Information,No Information,"23.66% (Price: 37.1791), 0.11% below, Upmove Break Below","2022-10-31 (Price: 17.22), 2025-10-31 (Price: 43.365)",No Information,10.4%/3.11%/6.98%,"19.33%, 16.82%",2.2 months/21 days/1.2 month,2026-03-05/2025-12-30/2026-01-21,21.98%,5.3%,16.68%,0.3,0.14,34.5343/34.9476/21.88/24.5062/No F-Stack Support/No F-Stack Support/36.34,42.01/24.5062/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No Moving Avg Support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
FRACTAL TRACK,"NFLX, Short, 2025-11-30 (Price: 107.58)",2025-12-03 (Price: 103.96) (Today),"3.36%, 2 days","87.5%, Past 23 years, 16","Monthly, was CONFIRMED on 2025-11-30",Already confirmed,"2025-12-03 (Price: 103.96), 3.36% below",2 days,No Information,No Information,No Information,"23.66% (Price: 106.2331), 2.14% below, Upmove Break Below","2022-05-31 (Price: 16.271), 2025-06-30 (Price: 134.115)",No Information,51.8%/3.55%/19.68%,"21.42%, 51.8%",2.1 months/20 days/27 days,2026-03-02/2025-12-28/2026-01-08,107.65%,5.4%,102.25%,0.58,0.92,198.0978/86.4083/36.87/34.8663/100.8852/86.4764/No Moving Avg Target,133.91/34.8663/100.8852/86.4764/No F-Track Level/No F-Track Level/113.44,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
FRACTAL TRACK,"SPOT, Short, 2025-11-23 (Price: 583.61)",2025-12-03 (Price: 557.17) (Today),"4.53%, 10 days","87.5%, Past 7 years, 16","Weekly, was CONFIRMED on 2025-11-23",Already confirmed,"2025-12-03 (Price: 557.17), 4.53% below",10 days,No Information,No Information,No Information,"23.66% (Price: 615.6618), 9.5% below, Upmove Break Below","2022-11-06 (Price: 69.285), 2025-06-29 (Price: 785.0)",No Information,11.53%/3.99%/7.19%,"16.98%, 11.53%",1.1 month/4 days/9 days,2026-01-11/2025-11-28/2025-12-06,38.54%,5.2%,33.34%,0.12,0.66,576.7234/541.6484/154.18/118.6/552.6195/456.7863/No Moving Avg Target,734.92/118.6/552.6195/456.7863/No F-Track Level/No F-Track Level/651.66,50.0%/6/1.1 month (Across ALL Assets),46.15%/13/24 days (Across ALL Assets)
FRACTAL TRACK,"ETH-USD, Short, 2025-10-31 (Price: 3847.0803)",2025-11-30 (Price: 2992.1125),"22.22%, 1 month","90.0%, Past 10 years, 10","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-12-03 (Price: 3162.0698), 17.81% below",1.1 month,No Information,No Information,No Information,"23.66% (Price: 3801.2773), 16.82% below, Upmove Break Below","2018-12-31 (Price: 82.8299), 2025-08-31 (Price: 4953.7329)",No Information,32.85%/5.87%/20.42%,"38.7%, 32.85%",1.4 month/21 days/25 days,2026-01-01/2025-11-30/2025-12-06,120.83%,5.2%,115.63%,0.39,0.97,3818.9966/3061.5065/924.54/1370.4997/3454.2267/2637.9184/3529.81,4390.02/1370.4997/3454.2267/2637.9184/No F-Track Level/No F-Track Level/No Moving Avg Support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
FRACTAL TRACK,"WPM, Short, 2025-10-31 (Price: 96.52)",2025-11-30 (Price: 110.05),"-14.02%, 1 month","100.0%, Past 20 years, 16","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2025-12-03 (Price: 107.98), 11.87% above",1.1 month,No Information,No Information,No Information,"23.66% (Price: 96.3808), 12.03% above, Upmove Break Below","2023-10-31 (Price: 38.37), 2025-10-31 (Price: 114.36)",No Information,24.39%/3.3%/9.68%,"0.0%, 24.39%",2.2 months/20 days/1.1 month,2026-02-02/2025-11-28/2025-12-16,70.35%,5.4%,64.95%,0.87,0.57,100.014/87.1769/50.93/38.3375/85.7049/76.3674/91.09,111.84/38.3375/85.7049/76.3674/No F-Track Level/No F-Track Level/No Moving Avg Support,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
TRENDPULSE,"PFE, Short, 2024-03-31 (Price: 27.75)",2025-12-03 (Price: 25.57) (Today),"7.86%, 1.7 year","100.0%, Past 48 years, 7","Quarterly, is CONFIRMED on 2024-03-31",Already confirmed,"2025-12-03 (Price: 25.57), 7.86% below",1.7 year,No Information,No Information,No Information,No Information,No Information,11.18% below/9.96% below/7.86% below,28.35%/4.94%/10.06%,"0.0%, 34.93%",2.0 year/10.9 months/1.1 year,2027-02-03/2025-07-16/2025-11-09,6.98%,5.5%,1.48%,0.85,0.21,26.4485/24.9583/18.85/26.1058/21.508/20.5265/No Moving Avg Target,59.05/26.1058/21.508/20.5265/No F-Track Level/No F-Track Level/31.61,100.0%/1/1.2 year (Across ALL Assets),No Data (Across ALL Assets)
FRACTAL TRACK,"NZDUSD=X, Short, 2025-12-03 (Price: 0.5776)",No Exit Yet,"-0.0%, 0 days","93.33%, Past 21 years, 15","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price > 0.6121 prior to 2025-12-31,"2025-12-03 (Price: 0.5776), 0.0% below",0 days,No Information,No Information,No Information,"50% (Price: 0.6073), 4.89% below, Upmove Break Below","2023-12-31 (Price: 0.6085), 2025-04-30 (Price: 0.603)",No Information,8.02%/0.77%/4.13%,"4.43%, 8.71%",5.1 months/21 days/2.0 months,2026-07-12/2026-01-02/2026-03-01,11.51%,5.4%,6.11%,0.41,-0.35,0.571/0.5537/0.57/0.5509/No F-Stack Support/No F-Stack Support/No Moving Avg Target,0.61/0.5509/No F-Stack Support/No F-Stack Support/0.693/0.71/0.59,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
FRACTAL TRACK,"GBPUSD=X, Short, 2025-12-03 (Price: 1.3209)",No Exit Yet,"-0.0%, 0 days","88.89%, Past 55 years, 18","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price > 1.3789 prior to 2025-12-31,"2025-12-03 (Price: 1.3209), 0.0% below",0 days,No Information,No Information,No Information,"88.6% (Price: 1.3281), 0.54% below, Upmove Break Below","2024-09-30 (Price: 1.3003), 2025-01-31 (Price: 1.2576)",No Information,8.35%/0.41%/4.04%,"6.97%, 8.59%",2.9 months/20 days/1.4 month,2026-04-08/2025-12-31/2026-02-03,7.54%,5.4%,2.14%,0.15,-0.64,1.2913/1.2675/1.3/1.1912/No F-Stack Support/No F-Stack Support/No Moving Avg Target,1.37/1.1912/No F-Stack Support/No F-Stack Support/1.3748/1.3942/1.33,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
FRACTAL TRACK,"C6L.SI, Short, 2025-12-03 (Price: 6.45)",No Exit Yet,"-0.0%, 0 days","86.21%, Past 39 years, 29","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price > 7.63 prior to 2025-12-31,"2025-12-03 (Price: 6.45), 0.0% below",0 days,No Information,No Information,No Information,"78.6% (Price: 7.5813), 14.92% below, Upmove Break Below","2023-06-30 (Price: 6.44), 2024-08-31 (Price: 6.4)",No Information,19.3%/3.18%/7.25%,"25.0%, 22.14%",3.6 months/21 days/1.4 month,2026-05-09/2026-01-02/2026-02-03,13.23%,5.4%,7.83%,0.2,-0.19,6.3687/5.9824/6.43/4.7975/No F-Stack Support/No F-Stack Support/No Moving Avg Target,7.13/4.7975/No F-Stack Support/No F-Stack Support/8.5682/8.8866/6.74,85.71%/7/1.5 month (Across ALL Assets),38.89%/18/2.4 months (Across ALL Assets)
